Date,year,quarter,month,month_name,iso_week,year_month,week_start_date
2010-05-21,2010,2,5,May,20,2010-05,2010-05-17
2010-05-21,2010,2,5,May,20,2010-05,2010-05-17
2010-05-21,2010,2,5,May,20,2010-05,2010-05-17
2010-05-21,2010,2,5,May,20,2010-05,2010-05-17
2010-05-21,2010,2,5,May,20,2010-05,2010-05-17
2010-05-21,2010,2,5,May,20,2010-05,2010-05-17
2010-05-21,2010,2,5,May,20,2010-05,2010-05-17
2010-05-28,2010,2,5,May,21,2010-05,2010-05-24
2010-05-28,2010,2,5,May,21,2010-05,2010-05-24
2010-05-28,2010,2,5,May,21,2010-05,2010-05-24
2010-05-28,2010,2,5,May,21,2010-05,2010-05-24
2010-05-28,2010,2,5,May,21,2010-05,2010-05-24
2010-05-28,2010,2,5,May,21,2010-05,2010-05-24
2010-05-28,2010,2,5,May,21,2010-05,2010-05-24
2010-05-28,2010,2,5,May,21,2010-05,2010-05-24
2010-05-28,2010,2,5,May,21,2010-05,2010-05-24
2010-05-28,2010,2,5,May,21,2010-05,2010-05-24
2010-05-28,2010,2,5,May,21,2010-05,2010-05-24
2010-05-28,2010,2,5,May,21,2010-05,2010-05-24
2010-05-28,2010,2,5,May,21,2010-05,2010-05-24
2010-05-28,2010,2,5,May,21,2010-05,2010-05-24
2010-05-28,2010,2,5,May,21,2010-05,2010-05-24
2010-05-28,2010,2,5,May,21,2010-05,2010-05-24
2010-05-28,2010,2,5,May,21,2010-05,2010-05-24
2010-06-04,2010,2,6,June,22,2010-06,2010-05-31
2010-06-04,2010,2,6,June,22,2010-06,2010-05-31
2010-06-04,2010,2,6,June,22,2010-06,2010-05-31
2010-06-04,2010,2,6,June,22,2010-06,2010-05-31
2010-06-04,2010,2,6,June,22,2010-06,2010-05-31
2010-06-04,2010,2,6,June,22,2010-06,2010-05-31
2010-06-11,2010,2,6,June,23,2010-06,2010-06-07
2010-06-11,2010,2,6,June,23,2010-06,2010-06-07
2010-06-11,2010,2,6,June,23,2010-06,2010-06-07
2010-06-11,2010,2,6,June,23,2010-06,2010-06-07
2010-06-11,2010,2,6,June,23,2010-06,2010-06-07
2010-06-11,2010,2,6,June,23,2010-06,2010-06-07
2010-06-11,2010,2,6,June,23,2010-06,2010-06-07
2010-06-18,2010,2,6,June,24,2010-06,2010-06-14
2010-06-18,2010,2,6,June,24,2010-06,2010-06-14
2010-06-18,2010,2,6,June,24,2010-06,2010-06-14
2010-06-18,2010,2,6,June,24,2010-06,2010-06-14
2010-06-18,2010,2,6,June,24,2010-06,2010-06-14
2010-06-18,2010,2,6,June,24,2010-06,2010-06-14
2010-06-18,2010,2,6,June,24,2010-06,2010-06-14
2010-06-18,2010,2,6,June,24,2010-06,2010-06-14
2010-06-18,2010,2,6,June,24,2010-06,2010-06-14
2010-06-18,2010,2,6,June,24,2010-06,2010-06-14
2010-06-18,2010,2,6,June,24,2010-06,2010-06-14
2010-06-18,2010,2,6,June,24,2010-06,2010-06-14
2010-06-25,2010,2,6,June,25,2010-06,2010-06-21
2010-06-25,2010,2,6,June,25,2010-06,2010-06-21
2010-06-25,2010,2,6,June,25,2010-06,2010-06-21
2010-06-25,2010,2,6,June,25,2010-06,2010-06-21
2010-06-25,2010,2,6,June,25,2010-06,2010-06-21
2010-06-25,2010,2,6,June,25,2010-06,2010-06-21
2010-06-25,2010,2,6,June,25,2010-06,2010-06-21
2010-07-02,2010,3,7,July,26,2010-07,2010-06-28
2010-07-02,2010,3,7,July,26,2010-07,2010-06-28
2010-07-02,2010,3,7,July,26,2010-07,2010-06-28
2010-07-02,2010,3,7,July,26,2010-07,2010-06-28
2010-07-02,2010,3,7,July,26,2010-07,2010-06-28
2010-07-02,2010,3,7,July,26,2010-07,2010-06-28
2010-07-09,2010,3,7,July,27,2010-07,2010-07-05
2010-07-09,2010,3,7,July,27,2010-07,2010-07-05
2010-07-09,2010,3,7,July,27,2010-07,2010-07-05
2010-07-09,2010,3,7,July,27,2010-07,2010-07-05
2010-07-09,2010,3,7,July,27,2010-07,2010-07-05
2010-07-09,2010,3,7,July,27,2010-07,2010-07-05
2010-07-09,2010,3,7,July,27,2010-07,2010-07-05
2010-07-09,2010,3,7,July,27,2010-07,2010-07-05
2010-07-09,2010,3,7,July,27,2010-07,2010-07-05
2010-07-09,2010,3,7,July,27,2010-07,2010-07-05
2010-07-16,2010,3,7,July,28,2010-07,2010-07-12
2010-07-16,2010,3,7,July,28,2010-07,2010-07-12
2010-07-16,2010,3,7,July,28,2010-07,2010-07-12
2010-07-16,2010,3,7,July,28,2010-07,2010-07-12
2010-07-16,2010,3,7,July,28,2010-07,2010-07-12
2010-07-16,2010,3,7,July,28,2010-07,2010-07-12
2010-07-16,2010,3,7,July,28,2010-07,2010-07-12
2010-07-16,2010,3,7,July,28,2010-07,2010-07-12
2010-07-16,2010,3,7,July,28,2010-07,2010-07-12
2010-07-23,2010,3,7,July,29,2010-07,2010-07-19
2010-07-23,2010,3,7,July,29,2010-07,2010-07-19
2010-07-23,2010,3,7,July,29,2010-07,2010-07-19
2010-07-23,2010,3,7,July,29,2010-07,2010-07-19
2010-07-23,2010,3,7,July,29,2010-07,2010-07-19
2010-07-23,2010,3,7,July,29,2010-07,2010-07-19
2010-07-23,2010,3,7,July,29,2010-07,2010-07-19
2010-07-23,2010,3,7,July,29,2010-07,2010-07-19
2010-07-30,2010,3,7,July,30,2010-07,2010-07-26
2010-07-30,2010,3,7,July,30,2010-07,2010-07-26
2010-07-30,2010,3,7,July,30,2010-07,2010-07-26
2010-07-30,2010,3,7,July,30,2010-07,2010-07-26
2010-07-30,2010,3,7,July,30,2010-07,2010-07-26
2010-07-30,2010,3,7,July,30,2010-07,2010-07-26
2010-07-30,2010,3,7,July,30,2010-07,2010-07-26
2010-08-06,2010,3,8,August,31,2010-08,2010-08-02
2010-08-06,2010,3,8,August,31,2010-08,2010-08-02
2010-08-06,2010,3,8,August,31,2010-08,2010-08-02
2010-08-06,2010,3,8,August,31,2010-08,2010-08-02
2010-08-06,2010,3,8,August,31,2010-08,2010-08-02
2010-08-06,2010,3,8,August,31,2010-08,2010-08-02
2010-08-06,2010,3,8,August,31,2010-08,2010-08-02
2010-08-06,2010,3,8,August,31,2010-08,2010-08-02
2010-08-06,2010,3,8,August,31,2010-08,2010-08-02
2010-08-06,2010,3,8,August,31,2010-08,2010-08-02
2010-08-13,2010,3,8,August,32,2010-08,2010-08-09
2010-08-13,2010,3,8,August,32,2010-08,2010-08-09
2010-08-13,2010,3,8,August,32,2010-08,2010-08-09
2010-08-13,2010,3,8,August,32,2010-08,2010-08-09
2010-08-13,2010,3,8,August,32,2010-08,2010-08-09
2010-08-13,2010,3,8,August,32,2010-08,2010-08-09
2010-08-20,2010,3,8,August,33,2010-08,2010-08-16
2010-08-20,2010,3,8,August,33,2010-08,2010-08-16
2010-08-20,2010,3,8,August,33,2010-08,2010-08-16
2010-08-20,2010,3,8,August,33,2010-08,2010-08-16
2010-08-20,2010,3,8,August,33,2010-08,2010-08-16
2010-08-20,2010,3,8,August,33,2010-08,2010-08-16
2010-08-20,2010,3,8,August,33,2010-08,2010-08-16
2010-08-20,2010,3,8,August,33,2010-08,2010-08-16
2010-08-20,2010,3,8,August,33,2010-08,2010-08-16
2010-08-20,2010,3,8,August,33,2010-08,2010-08-16
2010-08-20,2010,3,8,August,33,2010-08,2010-08-16
2010-08-20,2010,3,8,August,33,2010-08,2010-08-16
2010-08-20,2010,3,8,August,33,2010-08,2010-08-16
2010-08-27,2010,3,8,August,34,2010-08,2010-08-23
2010-08-27,2010,3,8,August,34,2010-08,2010-08-23
2010-08-27,2010,3,8,August,34,2010-08,2010-08-23
2010-08-27,2010,3,8,August,34,2010-08,2010-08-23
2010-09-03,2010,3,9,September,35,2010-09,2010-08-30
2010-09-03,2010,3,9,September,35,2010-09,2010-08-30
2010-09-03,2010,3,9,September,35,2010-09,2010-08-30
2010-09-03,2010,3,9,September,35,2010-09,2010-08-30
2010-09-10,2010,3,9,September,36,2010-09,2010-09-06
2010-09-10,2010,3,9,September,36,2010-09,2010-09-06
2010-09-10,2010,3,9,September,36,2010-09,2010-09-06
2010-09-10,2010,3,9,September,36,2010-09,2010-09-06
2010-09-10,2010,3,9,September,36,2010-09,2010-09-06
2010-09-10,2010,3,9,September,36,2010-09,2010-09-06
2010-09-10,2010,3,9,September,36,2010-09,2010-09-06
2010-09-10,2010,3,9,September,36,2010-09,2010-09-06
2010-09-10,2010,3,9,September,36,2010-09,2010-09-06
2010-09-10,2010,3,9,September,36,2010-09,2010-09-06
2010-09-17,2010,3,9,September,37,2010-09,2010-09-13
2010-09-17,2010,3,9,September,37,2010-09,2010-09-13
2010-09-17,2010,3,9,September,37,2010-09,2010-09-13
2010-09-17,2010,3,9,September,37,2010-09,2010-09-13
2010-09-17,2010,3,9,September,37,2010-09,2010-09-13
2010-09-17,2010,3,9,September,37,2010-09,2010-09-13
2010-09-17,2010,3,9,September,37,2010-09,2010-09-13
2010-09-17,2010,3,9,September,37,2010-09,2010-09-13
2010-09-17,2010,3,9,September,37,2010-09,2010-09-13
2010-09-17,2010,3,9,September,37,2010-09,2010-09-13
2010-09-17,2010,3,9,September,37,2010-09,2010-09-13
2010-09-17,2010,3,9,September,37,2010-09,2010-09-13
2010-09-17,2010,3,9,September,37,2010-09,2010-09-13
2010-09-24,2010,3,9,September,38,2010-09,2010-09-20
2010-09-24,2010,3,9,September,38,2010-09,2010-09-20
2010-09-24,2010,3,9,September,38,2010-09,2010-09-20
2010-09-24,2010,3,9,September,38,2010-09,2010-09-20
2010-09-24,2010,3,9,September,38,2010-09,2010-09-20
2010-09-24,2010,3,9,September,38,2010-09,2010-09-20
2010-09-24,2010,3,9,September,38,2010-09,2010-09-20
2010-09-24,2010,3,9,September,38,2010-09,2010-09-20
2010-09-24,2010,3,9,September,38,2010-09,2010-09-20
2010-09-24,2010,3,9,September,38,2010-09,2010-09-20
2010-09-24,2010,3,9,September,38,2010-09,2010-09-20
2010-09-24,2010,3,9,September,38,2010-09,2010-09-20
2010-10-01,2010,4,10,October,39,2010-10,2010-09-27
2010-10-01,2010,4,10,October,39,2010-10,2010-09-27
2010-10-01,2010,4,10,October,39,2010-10,2010-09-27
2010-10-01,2010,4,10,October,39,2010-10,2010-09-27
2010-10-01,2010,4,10,October,39,2010-10,2010-09-27
2010-10-01,2010,4,10,October,39,2010-10,2010-09-27
2010-10-08,2010,4,10,October,40,2010-10,2010-10-04
2010-10-08,2010,4,10,October,40,2010-10,2010-10-04
2010-10-08,2010,4,10,October,40,2010-10,2010-10-04
2010-10-08,2010,4,10,October,40,2010-10,2010-10-04
2010-10-08,2010,4,10,October,40,2010-10,2010-10-04
2010-10-08,2010,4,10,October,40,2010-10,2010-10-04
2010-10-08,2010,4,10,October,40,2010-10,2010-10-04
2010-10-08,2010,4,10,October,40,2010-10,2010-10-04
2010-10-08,2010,4,10,October,40,2010-10,2010-10-04
2010-10-08,2010,4,10,October,40,2010-10,2010-10-04
2010-10-08,2010,4,10,October,40,2010-10,2010-10-04
2010-10-08,2010,4,10,October,40,2010-10,2010-10-04
2010-10-08,2010,4,10,October,40,2010-10,2010-10-04
2010-10-08,2010,4,10,October,40,2010-10,2010-10-04
2010-10-08,2010,4,10,October,40,2010-10,2010-10-04
2010-10-08,2010,4,10,October,40,2010-10,2010-10-04
2010-10-08,2010,4,10,October,40,2010-10,2010-10-04
2010-10-15,2010,4,10,October,41,2010-10,2010-10-11
2010-10-15,2010,4,10,October,41,2010-10,2010-10-11
2010-10-15,2010,4,10,October,41,2010-10,2010-10-11
2010-10-15,2010,4,10,October,41,2010-10,2010-10-11
2010-10-15,2010,4,10,October,41,2010-10,2010-10-11
2010-10-22,2010,4,10,October,42,2010-10,2010-10-18
2010-10-22,2010,4,10,October,42,2010-10,2010-10-18
2010-10-22,2010,4,10,October,42,2010-10,2010-10-18
2010-10-22,2010,4,10,October,42,2010-10,2010-10-18
2010-10-22,2010,4,10,October,42,2010-10,2010-10-18
2010-10-22,2010,4,10,October,42,2010-10,2010-10-18
2010-10-22,2010,4,10,October,42,2010-10,2010-10-18
2010-10-22,2010,4,10,October,42,2010-10,2010-10-18
2010-10-22,2010,4,10,October,42,2010-10,2010-10-18
2010-10-22,2010,4,10,October,42,2010-10,2010-10-18
2010-10-29,2010,4,10,October,43,2010-10,2010-10-25
2010-10-29,2010,4,10,October,43,2010-10,2010-10-25
2010-10-29,2010,4,10,October,43,2010-10,2010-10-25
2010-10-29,2010,4,10,October,43,2010-10,2010-10-25
2010-10-29,2010,4,10,October,43,2010-10,2010-10-25
2010-10-29,2010,4,10,October,43,2010-10,2010-10-25
2010-10-29,2010,4,10,October,43,2010-10,2010-10-25
2010-10-29,2010,4,10,October,43,2010-10,2010-10-25
2010-10-29,2010,4,10,October,43,2010-10,2010-10-25
2010-10-29,2010,4,10,October,43,2010-10,2010-10-25
2010-11-05,2010,4,11,November,44,2010-11,2010-11-01
2010-11-05,2010,4,11,November,44,2010-11,2010-11-01
2010-11-05,2010,4,11,November,44,2010-11,2010-11-01
2010-11-05,2010,4,11,November,44,2010-11,2010-11-01
2010-11-05,2010,4,11,November,44,2010-11,2010-11-01
2010-11-05,2010,4,11,November,44,2010-11,2010-11-01
2010-11-05,2010,4,11,November,44,2010-11,2010-11-01
2010-11-05,2010,4,11,November,44,2010-11,2010-11-01
2010-11-05,2010,4,11,November,44,2010-11,2010-11-01
2010-11-12,2010,4,11,November,45,2010-11,2010-11-08
2010-11-12,2010,4,11,November,45,2010-11,2010-11-08
2010-11-12,2010,4,11,November,45,2010-11,2010-11-08
2010-11-12,2010,4,11,November,45,2010-11,2010-11-08
2010-11-12,2010,4,11,November,45,2010-11,2010-11-08
2010-11-12,2010,4,11,November,45,2010-11,2010-11-08
2010-11-12,2010,4,11,November,45,2010-11,2010-11-08
2010-11-12,2010,4,11,November,45,2010-11,2010-11-08
2010-11-12,2010,4,11,November,45,2010-11,2010-11-08
2010-11-19,2010,4,11,November,46,2010-11,2010-11-15
2010-11-19,2010,4,11,November,46,2010-11,2010-11-15
2010-11-19,2010,4,11,November,46,2010-11,2010-11-15
2010-11-19,2010,4,11,November,46,2010-11,2010-11-15
2010-11-19,2010,4,11,November,46,2010-11,2010-11-15
2010-11-19,2010,4,11,November,46,2010-11,2010-11-15
2010-11-19,2010,4,11,November,46,2010-11,2010-11-15
2010-11-19,2010,4,11,November,46,2010-11,2010-11-15
2010-11-19,2010,4,11,November,46,2010-11,2010-11-15
2010-11-26,2010,4,11,November,47,2010-11,2010-11-22
2010-11-26,2010,4,11,November,47,2010-11,2010-11-22
2010-11-26,2010,4,11,November,47,2010-11,2010-11-22
2010-11-26,2010,4,11,November,47,2010-11,2010-11-22
2010-11-26,2010,4,11,November,47,2010-11,2010-11-22
2010-11-26,2010,4,11,November,47,2010-11,2010-11-22
2010-11-26,2010,4,11,November,47,2010-11,2010-11-22
2010-11-26,2010,4,11,November,47,2010-11,2010-11-22
2010-11-26,2010,4,11,November,47,2010-11,2010-11-22
2010-12-03,2010,4,12,December,48,2010-12,2010-11-29
2010-12-03,2010,4,12,December,48,2010-12,2010-11-29
2010-12-03,2010,4,12,December,48,2010-12,2010-11-29
2010-12-03,2010,4,12,December,48,2010-12,2010-11-29
2010-12-03,2010,4,12,December,48,2010-12,2010-11-29
2010-12-03,2010,4,12,December,48,2010-12,2010-11-29
2010-12-10,2010,4,12,December,49,2010-12,2010-12-06
2010-12-10,2010,4,12,December,49,2010-12,2010-12-06
2010-12-10,2010,4,12,December,49,2010-12,2010-12-06
2010-12-10,2010,4,12,December,49,2010-12,2010-12-06
2010-12-10,2010,4,12,December,49,2010-12,2010-12-06
2010-12-10,2010,4,12,December,49,2010-12,2010-12-06
2010-12-10,2010,4,12,December,49,2010-12,2010-12-06
2010-12-10,2010,4,12,December,49,2010-12,2010-12-06
2010-12-17,2010,4,12,December,50,2010-12,2010-12-13
2010-12-17,2010,4,12,December,50,2010-12,2010-12-13
2010-12-17,2010,4,12,December,50,2010-12,2010-12-13
2010-12-17,2010,4,12,December,50,2010-12,2010-12-13
2010-12-24,2010,4,12,December,51,2010-12,2010-12-20
2010-12-24,2010,4,12,December,51,2010-12,2010-12-20
2010-12-24,2010,4,12,December,51,2010-12,2010-12-20
2010-12-24,2010,4,12,December,51,2010-12,2010-12-20
2010-12-24,2010,4,12,December,51,2010-12,2010-12-20
2010-12-24,2010,4,12,December,51,2010-12,2010-12-20
2010-12-24,2010,4,12,December,51,2010-12,2010-12-20
2010-12-24,2010,4,12,December,51,2010-12,2010-12-20
2010-12-31,2010,4,12,December,52,2010-12,2010-12-27
2010-12-31,2010,4,12,December,52,2010-12,2010-12-27
2010-12-31,2010,4,12,December,52,2010-12,2010-12-27
2010-12-31,2010,4,12,December,52,2010-12,2010-12-27
2010-12-31,2010,4,12,December,52,2010-12,2010-12-27
2010-12-31,2010,4,12,December,52,2010-12,2010-12-27
2011-01-07,2011,1,1,January,1,2011-01,2011-01-03
2011-01-07,2011,1,1,January,1,2011-01,2011-01-03
2011-01-07,2011,1,1,January,1,2011-01,2011-01-03
2011-01-07,2011,1,1,January,1,2011-01,2011-01-03
2011-01-07,2011,1,1,January,1,2011-01,2011-01-03
2011-01-14,2011,1,1,January,2,2011-01,2011-01-10
2011-01-14,2011,1,1,January,2,2011-01,2011-01-10
2011-01-14,2011,1,1,January,2,2011-01,2011-01-10
2011-01-14,2011,1,1,January,2,2011-01,2011-01-10
2011-01-14,2011,1,1,January,2,2011-01,2011-01-10
2011-01-14,2011,1,1,January,2,2011-01,2011-01-10
2011-01-14,2011,1,1,January,2,2011-01,2011-01-10
2011-01-14,2011,1,1,January,2,2011-01,2011-01-10
2011-01-14,2011,1,1,January,2,2011-01,2011-01-10
2011-01-14,2011,1,1,January,2,2011-01,2011-01-10
2011-01-14,2011,1,1,January,2,2011-01,2011-01-10
2011-01-21,2011,1,1,January,3,2011-01,2011-01-17
2011-01-21,2011,1,1,January,3,2011-01,2011-01-17
2011-01-21,2011,1,1,January,3,2011-01,2011-01-17
2011-01-21,2011,1,1,January,3,2011-01,2011-01-17
2011-01-21,2011,1,1,January,3,2011-01,2011-01-17
2011-01-21,2011,1,1,January,3,2011-01,2011-01-17
2011-01-21,2011,1,1,January,3,2011-01,2011-01-17
2011-01-21,2011,1,1,January,3,2011-01,2011-01-17
2011-01-28,2011,1,1,January,4,2011-01,2011-01-24
2011-01-28,2011,1,1,January,4,2011-01,2011-01-24
2011-01-28,2011,1,1,January,4,2011-01,2011-01-24
2011-01-28,2011,1,1,January,4,2011-01,2011-01-24
2011-01-28,2011,1,1,January,4,2011-01,2011-01-24
2011-01-28,2011,1,1,January,4,2011-01,2011-01-24
2011-01-28,2011,1,1,January,4,2011-01,2011-01-24
2011-02-04,2011,1,2,February,5,2011-02,2011-01-31
2011-02-04,2011,1,2,February,5,2011-02,2011-01-31
2011-02-04,2011,1,2,February,5,2011-02,2011-01-31
2011-02-04,2011,1,2,February,5,2011-02,2011-01-31
2011-02-04,2011,1,2,February,5,2011-02,2011-01-31
2011-02-04,2011,1,2,February,5,2011-02,2011-01-31
2011-02-04,2011,1,2,February,5,2011-02,2011-01-31
2011-02-04,2011,1,2,February,5,2011-02,2011-01-31
2011-02-04,2011,1,2,February,5,2011-02,2011-01-31
2011-02-11,2011,1,2,February,6,2011-02,2011-02-07
2011-02-11,2011,1,2,February,6,2011-02,2011-02-07
2011-02-11,2011,1,2,February,6,2011-02,2011-02-07
2011-02-11,2011,1,2,February,6,2011-02,2011-02-07
2011-02-11,2011,1,2,February,6,2011-02,2011-02-07
2011-02-11,2011,1,2,February,6,2011-02,2011-02-07
2011-02-11,2011,1,2,February,6,2011-02,2011-02-07
2011-02-18,2011,1,2,February,7,2011-02,2011-02-14
2011-02-18,2011,1,2,February,7,2011-02,2011-02-14
2011-02-18,2011,1,2,February,7,2011-02,2011-02-14
2011-02-18,2011,1,2,February,7,2011-02,2011-02-14
2011-02-18,2011,1,2,February,7,2011-02,2011-02-14
2011-02-18,2011,1,2,February,7,2011-02,2011-02-14
2011-02-25,2011,1,2,February,8,2011-02,2011-02-21
2011-02-25,2011,1,2,February,8,2011-02,2011-02-21
2011-02-25,2011,1,2,February,8,2011-02,2011-02-21
