week_start_date,store_id,store_type,dept_id,total_sales,wow_sales_change_pct,trend_8w_change_pct,volatility_cv,risk_score,risk_rank
2011-07-11,1,A,11,37603.73,0.97431989,1.182884417,0.37024898550981417,11.107469565294425,71
2011-07-11,1,A,58,4365,0.895384615,0.569845574,0.30601543740947829,9.18046312228435,86
2011-07-11,1,A,72,37570.26,1.042406536,0.972350447,0.29739550443461038,8.9218651330383114,87
2011-07-11,1,A,27,698.42,1.120034639,0.747372927,0.208466830981318,6.25400492943954,111
2011-07-11,1,A,97,38860.63,1.065929964,1.246923412,0.079927193938283889,2.3978158181485165,199
2011-07-11,1,A,21,7118.71,1.025275016,1.060580237,0.068658102587317762,2.0597430776195327,215
2011-07-11,1,A,74,9455.39,0.818761906,,0.0843750222484106,,232
2011-07-11,1,A,30,3724.75,0.864584252,,0.1059875640618439,,232
2011-09-12,1,A,59,194.89,1.541119722,0.399348387,1.7472299148501806,30.0,1
2011-09-12,1,A,71,2662.33,0.650184505,1.032499137,0.27250114437668888,8.175034331300667,88
2011-09-12,1,A,19,1071.02,1.713796524,0.840549683,0.27198219711950933,8.15946591358528,89
2011-09-12,1,A,98,11911.48,1.028601233,1.103770237,0.23200860031478968,6.96025800944369,104
2011-09-12,1,A,23,13053.74,0.655220739,0.540606109,0.14352089098078483,4.3056267294235449,166
2011-09-12,1,A,93,81435.22,1.044119859,,0.1269476432200837,,255
2010-12-27,1,A,3,8266.14,0.684262721,0.982579888,0.61496095811258189,18.448828743377458,13
2010-12-27,1,A,13,34081.52,0.902531955,0.929582367,0.057268567741363692,1.7180570322409108,72
2010-12-27,1,A,21,6349.45,0.796707744,,0.12293145767560612,,74
2010-12-27,1,A,71,2759.7,0.583841076,,0.35473156295820979,,74
2010-12-27,1,A,59,6119.02,3.625505845,,1.1487195216539525,,74
2010-12-27,1,A,28,516.85,0.706745429,,0.24541968240170059,,74
2011-05-02,1,A,31,1651.68,0.982651531,0.33702459,0.30690862052560836,9.20725861576825,50
2011-05-02,1,A,29,5672.1,1.380563412,1.410268523,0.28507073995534571,8.55212219866037,54
2011-05-02,1,A,35,3533.94,1.101430575,1.44007335,0.1636683499628695,4.9100504988860845,88
2011-05-02,1,A,27,1016.2,0.840668432,0.899292035,0.14888535397121375,4.4665606191364127,99
2011-05-02,1,A,19,1217.44,1.273859225,,0.1741107836161393,,158
2011-05-02,1,A,23,19922.66,1.01047928,,0.07100361499744888,,158
2011-05-02,1,A,6,7213.53,1.678337932,,0.72056117793326413,,158
2011-05-02,1,A,71,2907.36,0.750879404,,0.28689284320797925,,158
2011-05-02,1,A,54,25.8,0.718262806,,1.0574167248122781,,158
2011-05-02,1,A,4,37827.69,1.036964576,,0.12592618304967745,,158
2010-04-05,1,A,83,6861.06,0.755601712,,0.19687345449551058,,1
2010-04-05,1,A,79,37815.5,0.924337109,,0.055605375138418213,,1
2010-04-05,1,A,4,36174.43,,,,,1
2010-04-05,1,A,38,98689.46,,,,,1
2010-04-05,1,A,94,69441.1,0.961624,,0.027666800479081748,,1
2010-04-05,1,A,55,11185.09,0.944932466,,0.20547558483440312,,1
2010-04-05,1,A,60,1029.6,,,,,1
2010-11-22,1,A,3,10706.81,1.242895335,0.929130722,0.62008015875149214,18.602404762544765,9
2010-11-22,1,A,52,3385.22,1.107990102,,0.19736193823029002,,39
2010-11-22,1,A,90,91012.78,1.151336622,,0.082684267177687468,,39
2010-11-22,1,A,6,20163.69,3.717309426,,0.76783912196832127,,39
2010-11-22,1,A,58,2560,0.71668533,,0.44938692174914419,,39
2010-11-22,1,A,59,1687.77,3.458403344,,0.62631489515841232,,39
2010-11-22,1,A,4,46201.27,1.331706985,,0.13473094210757777,,39
2010-11-22,1,A,80,16373.34,1.132477704,,0.073703421764401353,,39
2010-11-22,1,A,98,17693.74,1.385607761,,0.25762939755423148,,39
2011-04-25,1,A,36,976,0.675900277,0.853146853,0.57912125936856829,17.373637781057049,20
2011-04-25,1,A,29,4108.54,0.903366952,1.082975947,0.29878633084275247,8.9635899252825748,60
2011-04-25,1,A,22,5759.63,0.687669391,0.920640782,0.25776120170418382,7.7328360511255143,69
2011-04-25,1,A,13,34311.69,0.901387401,0.934485473,0.063916181973443564,1.917485459203307,152
2011-04-25,1,A,6,4298.02,0.213156421,,0.7801730147752286,,163
2011-04-25,1,A,95,111764.31,0.961614593,,0.064555440077876322,,163
2011-04-25,1,A,80,15630.25,0.912098031,,0.063072266163648985,,163
2012-06-11,1,A,54,40,0.202593193,0.181818182,1.0580243535995824,30.0,3
2012-06-11,1,A,7,26249.22,1.139447319,1.508835139,0.90135811341703043,27.040743402510913,21
2012-06-11,1,A,58,2280,1.353115727,0.52233677,0.50876526879745043,15.262958063923513,55
2012-06-11,1,A,55,9353.12,0.940010171,1.079088699,0.4111376015825739,12.334128047477217,73
2012-06-11,1,A,1,17558.82,1.023990753,1.081089634,0.38037278573256084,11.411183571976824,84
2012-06-11,1,A,37,3145.74,1.02417727,1.112056166,0.14758790711469924,4.4276372134409776,206
2012-06-11,1,A,87,51601.93,0.908936431,1.190803693,0.13371516737484754,4.0114550212454265,226
2012-06-11,1,A,92,153216.18,1.069987907,1.186096546,0.11407839985288754,3.422351995586626,246
2012-06-11,1,A,12,11177.52,1.057937284,1.354150034,0.09888111966751538,2.9664335900254613,260
2012-06-11,1,A,91,76138.44,1.245167436,1.146092278,0.087001140716933489,2.6100342215080046,278
2011-01-03,1,A,19,955.71,0.581014043,,0.18782042234341031,,60
2011-01-03,1,A,42,7935.25,1.017172823,,0.07511792389390376,,60
2011-01-03,1,A,33,3835.59,0.277287869,,0.59214611923391025,,60
2011-01-03,1,A,38,85242.8,1.05147494,,0.10134883868698154,,60
2011-01-03,1,A,96,19419.74,0.712331571,,0.18723606125333173,,60
2010-04-19,1,A,91,56051.87,0.886183384,,0.055565793444642554,,1
2010-04-19,1,A,36,433.5,,,,,1
2010-04-19,1,A,41,879,,,,,1
2010-04-19,1,A,58,6634,1.446261173,,0.2485836823291121,,1
2010-04-19,1,A,92,111703.46,0.868435546,,0.096435508445580312,,1
2010-04-19,1,A,13,36058.1,0.983494103,,0.011768557125522711,,1
2010-04-19,1,A,48,671,1.305447471,,0.1873683791498531,,1
2010-04-19,1,A,7,18534.4,0.860898299,,0.07928019938007036,,1
2010-04-19,1,A,31,1486.42,0.764061231,,0.2895322706877087,,1
2010-04-19,1,A,18,65.24,0.11160531,,1.130239130827325,,1
2010-05-03,1,A,79,44039.92,1.164599701,,0.076052390753267626,,1
2010-05-03,1,A,28,773.22,,,,,1
2010-05-03,1,A,12,12761.39,,,,,1
2010-05-03,1,A,49,14878.8,1.293644459,,0.18105507802975213,,1
2010-05-03,1,A,4,37168.34,1.027475485,,0.019164820223973582,,1
2010-05-03,1,A,24,5675.4,0.786133989,,0.16933344004572481,,1
2010-05-03,1,A,51,185.8,6.609747421,,1.0425288048740748,,1
2012-07-09,1,A,56,1821.15,0.355764234,0.670363608,0.97395870211839009,29.218761063551703,17
2012-07-09,1,A,16,22880.3,0.506378112,1.294719729,0.63266489552617433,18.97994686578523,43
2012-07-09,1,A,96,33955.25,0.959474611,1.245505685,0.21897319233621262,6.5691957700863783,160
2012-07-09,1,A,3,13126.15,1.517937266,0.816836243,0.17458663330874047,5.2375989992622145,188
2012-07-09,1,A,37,3129.13,0.947365712,1.084443782,0.15613870234720323,4.6841610704160965,210
2012-07-09,1,A,30,2723.02,0.733627537,0.947394424,0.11473554892369749,3.4420664677109247,270
2012-07-09,1,A,95,129724.74,0.871817473,1.043030596,0.099098872018992853,2.9729661605697855,289
2012-07-09,1,A,97,38504.79,1.098590669,1.16841148,0.058378611259016229,1.7513583377704869,345
2012-07-09,1,A,79,32163.5,0.948623584,1.094258997,0.054281219791726752,1.6284365937518026,348
2012-07-09,1,A,21,6717.31,0.932177729,1.057935727,0.043444312748153281,1.3033293824445984,359
2011-01-24,1,A,92,118957.83,0.819515842,1.085583722,0.082098115220925277,2.4629434566277584,68
2011-01-24,1,A,36,440,0.257009346,,0.99200562847790352,,80
2011-01-24,1,A,46,16089.4,0.726236205,,0.11662727405114039,,80
2011-01-24,1,A,8,35110.75,0.997789337,,0.036371281031054262,,80
2011-01-24,1,A,12,7786.87,1.076736192,,0.24608711217345414,,80
2011-01-24,1,A,29,3749.14,0.473551453,,0.36242394963386737,,80
2011-01-24,1,A,17,7724.52,0.57271696,,0.17090434348428818,,80
2012-09-24,1,A,56,2167.36,2.156319643,3.168793953,0.94044861656713907,28.213458497014173,24
2012-09-24,1,A,48,2672,2.42688465,0.926812348,0.93891543798121269,28.167463139436382,25
2012-09-24,1,A,85,2721.66,0.768871776,0.848202098,0.34584084028497425,10.375225208549228,96
2012-09-24,1,A,27,948.57,0.894632601,0.784720384,0.23246602349459711,6.9739807048379134,148
2012-09-24,1,A,87,47292.44,0.931047748,0.984521391,0.13585149177491046,4.0755447532473141,240
2012-09-24,1,A,14,12037.66,1.038078319,0.903047553,0.11163062243038233,3.34891867291147,272
2012-09-24,1,A,42,6568.89,0.821416201,0.842027206,0.10292231832684953,3.087669549805486,282
2012-09-24,1,A,93,63262.59,0.893994359,0.85897967,0.093349791473968158,2.800493744219045,297
2012-09-24,1,A,8,37254.84,0.963498621,1.087838321,0.063612933121412349,1.9083879936423704,338
2012-09-24,1,A,90,80701.63,0.942932913,1.047975669,0.056221814095143825,1.6866544228543148,348
2010-03-22,1,A,9,27897.97,,,,,1
2010-03-22,1,A,72,40796.33,0.733869298,,0.21706690843327434,,1
2010-03-22,1,A,31,1945.42,0.733567119,,0.21735125764049867,,1
2010-03-22,1,A,33,4708.77,0.548183479,,0.41271920342909685,,1
2010-03-22,1,A,93,55082.4,0.866755793,,0.12039049241658659,,1
2010-03-22,1,A,55,11836.92,0.734298426,,0.21666327073013128,,1
2010-03-22,1,A,67,6170.29,0.91286067,,0.547785864541293,,1
2011-02-14,1,A,17,12612.94,1.6328445,1.317659521,0.18930772917557734,5.6792318752673205,60
2011-02-14,1,A,49,16600.26,1.279176716,1.115698847,0.18767233093377655,5.6301699280132969,61
2011-02-14,1,A,97,32770.02,0.903872638,,0.071646834869540987,,112
2011-02-14,1,A,79,32462.04,0.975737934,,0.1644990637151553,,112
2011-02-14,1,A,4,36479.25,0.976077058,,0.13443789347675605,,112
2011-02-14,1,A,32,21488.44,0.488422257,,0.99715353783819094,,112
2011-12-05,1,A,59,2044.76,2.564444723,0.334164621,1.1478926483317191,30.0,2
2011-12-05,1,A,18,41114.36,0.861364373,167.131544715,1.143024501422893,30.0,2
2011-12-05,1,A,85,6436.15,2.305558143,1.494138267,0.3131783247755846,9.3953497432675377,115
2011-12-05,1,A,98,14921.54,1.145512695,1.168515058,0.23300115662362719,6.9900346987088158,152
2011-12-05,1,A,9,27724.56,0.65653219,1.316288336,0.22618098848887547,6.785429654666264,157
2011-12-05,1,A,49,10631.16,0.922317741,0.827521466,0.14662509784991368,4.39875293549741,210
2011-12-05,1,A,25,11802.37,0.983758737,1.123580456,0.13777955374175538,4.1333866122526617,214
2011-12-05,1,A,91,69381.12,1.044376085,1.096919615,0.091130032837807781,2.7339009851342335,253
2011-12-05,1,A,37,2695.24,0.934073132,,0.11592691369356781,,293
2011-12-05,1,A,20,2944.45,0.547695622,,0.27367946041818303,,293
2011-10-24,1,A,58,800,0.250391236,0.223964166,0.44103477626899013,13.231043288069703,51
2011-10-24,1,A,25,10461.93,1.160601627,1.01856444,0.11139665858518401,3.3418997575555203,212
2011-10-24,1,A,79,28364.34,0.939518322,0.960481359,0.079524663064822448,2.3857398919446733,242
2011-10-24,1,A,4,34247.26,1.008620641,0.916355594,0.040496082845111442,1.2148824853533433,286
2012-09-10,1,A,41,1382.99,1.322005869,1.347286897,0.9510950033824368,28.532850101473105,17
2012-09-10,1,A,52,1830.37,1.082540321,1.06858584,0.29119369456690719,8.7358108370072163,121
2012-09-10,1,A,20,3548.56,0.646855735,0.841754691,0.27395699283918579,8.218709785175573,132
2012-09-10,1,A,60,891,1.125,0.791015625,0.2360680472923633,7.0820414187708991,157
2012-09-10,1,A,34,8723.62,0.847915741,0.719679183,0.23083193212282757,6.9249579636848271,160
2012-09-10,1,A,49,9414.79,1.110513608,0.796759575,0.19409031918692457,5.8227095756077372,192
2012-09-10,1,A,14,11596.1,0.845746652,0.752450179,0.10225567684244452,3.0676703052733356,278
2012-09-10,1,A,81,30417.19,0.985579146,1.109782678,0.053556627209526322,1.6066988162857896,321
2011-08-08,1,A,36,423,0.433401639,2.978873239,0.50523511842184743,15.157053552655423,39
2011-08-08,1,A,24,7863.47,2.034964727,1.385535821,0.42873955805322134,12.86218674159664,50
2011-08-08,1,A,49,14666.76,1.241225928,1.567817473,0.18634792883932058,5.5904378651796174,132
2011-08-08,1,A,26,4529.47,1.056056833,0.634121995,0.18571205993813497,5.5713617981440491,133
2011-08-08,1,A,4,37449.94,1.027384998,1.07945835,0.12332623812252119,3.6997871436756355,173
2011-08-08,1,A,38,69572.84,1.054286491,0.763031519,0.11938643687220679,3.5815931061662036,177
2011-08-08,1,A,46,17231.34,0.850489796,0.915271955,0.1172850645883045,3.5185519376491348,179
2011-08-08,1,A,34,11185.39,1.079950219,,0.16830092499240873,,252
2011-08-08,1,A,2,45341.92,1.021098966,,0.04030889742164636,,252
2011-08-08,1,A,56,683.97,0.342503893,,0.57285207461776821,,252
2011-08-08,1,A,93,77994.13,0.966723373,,0.12500859895888894,,252
2011-08-08,1,A,96,32767.41,0.723685216,,0.26135669322655464,,252
2012-10-01,1,A,48,1361,0.509356287,6.271889401,0.77575292582850675,23.272587774855204,38
2012-10-01,1,A,27,1492.09,1.572988815,1.468303484,0.30201873945250535,9.0605621835751613,100
2012-10-01,1,A,22,7821.14,1.380975335,1.357924033,0.25486536520526704,7.6459609561580111,130
2012-10-01,1,A,11,22374.18,1.23196136,0.594998954,0.21934221826953185,6.5802665480859552,152
2012-10-01,1,A,4,39311.93,0.874823976,1.078466003,0.12317269266871229,3.695180780061369,245
2012-10-01,1,A,93,81868.04,1.294098771,1.014739799,0.095406101587818926,2.8621830476345678,279
2012-10-01,1,A,91,69193.16,0.939359823,0.953116234,0.088221290806891117,2.6466387242067335,288
2012-10-01,1,A,2,48577.08,1.024286409,1.14359582,0.044553770531812871,1.3366131159543861,331
2010-09-27,1,A,67,5652.94,0.893197533,0.67183812,0.52350984701992043,15.705295410597612,1
2010-09-27,1,A,97,32954.82,1.057019717,,0.059604410847325151,,21
2010-09-27,1,A,83,4471,0.692432185,,0.33700388267369435,,21
2010-09-27,1,A,36,142,0.124125874,,1.2332900327294842,,21
2010-09-27,1,A,92,118966.9,0.920961671,,0.078581086137649483,,21
2010-09-27,1,A,29,3425.58,0.669657623,,0.17777127018841743,,21
2011-06-06,1,A,18,1,0.000633228,0.001710688,2.0750417769352207,30.0,2
2011-06-06,1,A,7,38569.49,1.56745829,1.429333407,0.29622307776880458,8.8866923330641381,70
2011-06-06,1,A,26,5711.42,0.879180457,0.928917275,0.19827063435927658,5.9481190307782974,101
2011-06-06,1,A,85,2650.03,0.666566892,0.548978704,0.14854324107373068,4.45629723221192,126
2011-06-06,1,A,79,35023.2,1.085956688,0.856083972,0.1439608083389996,4.3188242501699881,131
2011-06-06,1,A,8,36099.62,1.028164309,1.09756848,0.03458411148870643,1.0375233446611929,193
2011-06-06,1,A,54,25,0.968992248,,1.1653325488978989,,196
2011-06-06,1,A,59,218.54,1.405944416,,1.5417669753193404,,196
2011-06-06,1,A,12,12643.1,0.947287817,,0.23338317571136202,,196
2011-06-06,1,A,82,20543.68,0.958542306,,0.021798760934012461,,196
2012-03-19,1,A,59,194.98,0.873997042,1.254374678,1.2856676162323355,30.0,2
2012-03-19,1,A,16,45184.22,9.729968,1.974122105,0.65506106859987634,19.651832057996291,51
2012-03-19,1,A,11,24350.67,0.980231272,1.112895198,0.24624101317523542,7.3872303952570624,163
2012-03-19,1,A,12,11448.84,1.128412562,0.963410262,0.22284227632968653,6.6852682898905957,176
2012-03-19,1,A,30,3421.12,1.269046153,0.981591149,0.1560912396704941,4.6827371901148229,221
2012-03-19,1,A,13,37801.64,1.101694846,1.001046551,0.087177413574755266,2.6153224072426582,282
2012-03-19,1,A,93,66710.4,0.912778022,1.211101913,0.076363442842239629,2.2909032852671887,293
2012-03-19,1,A,80,18570.59,0.991320747,1.13419681,0.070691805295719071,2.1207541588715721,302
2010-10-04,1,A,55,10294.64,0.971859919,0.638623725,0.13288849639406447,3.9866548918219342,6
2010-10-04,1,A,92,138866,1.167265853,1.028128685,0.0836868454256363,2.510605362769089,10
2010-10-04,1,A,47,-58,0.067207416,,-1.2360932874162232,,14
2010-10-04,1,A,23,22280.97,1.086665083,,0.083704841534320368,,14
2010-10-04,1,A,34,10845.93,0.842795089,,0.16892375408955645,,14
2010-10-04,1,A,35,3287,1.342180482,,0.13631255590655597,,14
2010-10-04,1,A,87,42895.54,1.207375495,,0.13871755903684585,,14
2010-10-04,1,A,59,488.02,0.607473611,,0.34533452954105814,,14
2010-10-04,1,A,12,11883.66,1.057318743,,0.063868235753081135,,14
2010-10-04,1,A,24,7042.44,1.384933059,,0.1665087683084234,,14
2010-10-04,1,A,94,60790.29,0.875422336,,0.088289625738065175,,14
2010-10-04,1,A,96,25795.25,,,,,14
2010-10-04,1,A,18,4532.56,18.42504065,,1.7870070461352241,,14
2010-10-04,1,A,32,7151.13,1.04264092,,0.029522255738956688,,14
2010-10-04,1,A,44,5755.38,1.499011577,,0.19275855474987222,,14
2010-10-04,1,A,30,3881.3,1.274605103,,0.13137042298157819,,14
2010-10-04,1,A,85,3387.87,0.830079532,,0.1371095863234873,,14
2010-02-15,1,A,83,9080.26,,,,,1
2010-02-15,1,A,47,-863,,,,,1
2010-02-15,1,A,40,68569.53,,,,,1
2010-02-15,1,A,90,76091.36,0.957658386,,0.0305876063416238,,1
2010-02-15,1,A,81,28784.91,,,,,1
2010-02-15,1,A,92,135066.75,,,,,1
2010-02-15,1,A,3,11523.47,,,,,1
2010-02-15,1,A,31,2652,,,,,1
2010-02-15,1,A,94,72212.32,,,,,1
2010-02-15,1,A,25,10271.25,,,,,1
2012-02-20,1,A,59,277.03,0.135482893,0.613128832,1.207829785781027,30.0,2
2012-02-20,1,A,33,5426.03,1.21624687,1.15232428,0.564556095175923,16.936682855277688,55
2012-02-20,1,A,46,21075.68,1.240405486,1.309910873,0.4016163084796584,12.048489254389752,92
2012-02-20,1,A,55,13506.9,1.036874691,0.879918021,0.40084844635995237,12.025453390798571,93
2012-02-20,1,A,80,18321.35,1.101462336,1.245619915,0.070538261001967362,2.1161478300590209,310
2012-02-20,1,A,2,47080.12,1.06372698,,0.040032312592485179,,329
2010-09-20,1,A,7,18227.39,1.047731191,0.846638091,0.388069900253292,11.64209700759876,2
2010-09-20,1,A,19,1644.9,1.18961178,,0.10970110729558723,,11
2010-09-20,1,A,97,31177.11,0.997339754,,0.062176709679815631,,11
2010-09-20,1,A,2,42477.49,0.902057867,,0.051547772638535404,,11
2010-09-20,1,A,37,2828.76,0.875438298,,0.085571134736665611,,11
2010-09-20,1,A,22,8387.18,1.08877895,,0.15427237106406033,,11
2010-09-20,1,A,28,560.07,1.323354284,,0.30124622729843931,,11
2010-09-20,1,A,3,8097.92,0.667336372,,0.622506039253882,,11
2010-09-20,1,A,56,2716.66,,,,,11
2010-09-20,1,A,27,791.7,0.881743663,,0.20911889667565012,,11
2010-09-20,1,A,60,853.6,0.829059829,,0.13216949181056961,,11
2010-09-20,1,A,25,7886.08,0.750751363,,0.14537910576594004,,11
2012-06-25,1,A,32,5446.58,0.51986164,0.558296056,0.97548812759395442,29.264643827818631,11
2012-06-25,1,A,55,9377.05,1.002558505,0.949818029,0.416458527756508,12.493755832695239,64
2012-06-25,1,A,71,2497.33,1.264112454,1.007418493,0.34931890972193863,10.479567291658158,81
2012-06-25,1,A,24,3729.35,0.903193697,0.726924884,0.27691667622587457,8.3075002867762375,117
2012-06-25,1,A,72,37125.37,1.012041884,1.138290928,0.24417331770763634,7.3251995312290905,143
2012-06-25,1,A,8,37647.44,0.934013014,1.040485228,0.068101673911784733,2.0430502173535419,309
2010-08-02,1,A,83,6456.95,1.53177079,,0.3376424286274326,,4
2010-08-02,1,A,21,7573.36,0.881400118,,0.0891493310481725,,4
2010-08-02,1,A,37,2846.27,0.852648922,,0.11247996854354619,,4
2010-08-02,1,A,22,7703.29,1.231322659,,0.12718720544796411,,4
2010-08-02,1,A,35,2639,0.962436178,,0.10441876282591758,,4
2010-08-02,1,A,8,34833.35,1.043305754,,0.031222897338107986,,4
2010-08-02,1,A,7,21842.57,1.233384304,,0.35386170245477666,,4
2010-08-02,1,A,26,6151.1,0.771642263,,0.13325174990218219,,4
2010-08-02,1,A,31,3989.01,1.805145262,,0.4173477262695281,,4
2010-08-02,1,A,38,93809.75,1.225585395,,0.093678985155786043,,4
2011-04-04,1,A,11,24591.84,1.123917356,1.288684634,0.26311130288113133,7.89333908643394,55
2011-04-04,1,A,26,5841.8,0.982388048,0.949716311,0.19759723383689659,5.9279170151068978,67
2011-04-04,1,A,5,22393.09,0.987102001,0.989418789,0.14679361907547539,4.4038085722642615,80
2011-04-04,1,A,21,7486.59,0.968323094,,0.093836229998518414,,136
2011-04-04,1,A,90,83707.82,1.100294936,,0.072925859827861511,,136
2011-04-04,1,A,28,623.65,0.798333312,,0.21893913620574143,,136
2011-04-04,1,A,24,5130.31,0.951629358,,0.38873040873203224,,136
2011-04-04,1,A,29,4548.03,0.842797446,,0.3066136592547688,,136
2011-10-31,1,A,18,14133.85,14133.85,216.643930104,1.5229653011477422,30.0,2
2011-10-31,1,A,58,1110,1.3875,0.43359375,0.525822359673964,15.774670790218918,58
2011-10-31,1,A,7,24182.96,0.626997142,1.062177663,0.2942403631515802,8.8272108945474059,108
2011-10-31,1,A,98,13026.08,1.093573595,1.243233647,0.22367721342820485,6.7103164028461455,147
2011-10-31,1,A,34,12121.54,1.352145701,0.8672596,0.184086874274885,5.5226062282465493,178
2011-10-31,1,A,31,1675.41,1.421465236,0.724031979,0.18105832255987403,5.4317496767962208,181
2011-10-31,1,A,87,61144.52,1.219336765,1.721027293,0.16354244526757611,4.906273358027283,191
2011-10-31,1,A,40,60596.74,1.079049047,0.883726927,0.030249863638253292,0.90749590914759881,306
2011-10-31,1,A,1,39886.06,1.72834898,,0.3989780563205057,,307
2011-10-31,1,A,54,44.8,3.146067416,,1.2965851543427973,,307
2012-01-30,1,A,24,5455.8,0.901265221,0.785140499,0.47483106918329487,14.244932075498847,71
2012-01-30,1,A,55,13026.55,0.797276546,1.255592868,0.39861151523841287,11.958345457152387,96
2012-01-30,1,A,72,62524.58,1.678578006,1.807232795,0.31977152635077039,9.5931457905231117,128
2012-01-30,1,A,22,9723.63,1.474052267,1.03614608,0.30422138230316947,9.1266414690950839,138
2012-01-30,1,A,28,571.7,1.02466215,0.916700072,0.24925096636222754,7.4775289908668263,168
2012-01-30,1,A,71,3986.97,1.858363397,1.444711382,0.24576961678656628,7.3730885035969882,170
2012-01-30,1,A,17,8128.57,1.106216862,1.052307457,0.22357229755768798,6.7071689267306391,186
2012-01-30,1,A,31,1622.63,0.815814215,0.813429918,0.18594149470871899,5.5782448412615695,211
2012-01-30,1,A,98,13364.03,0.895620023,0.755297071,0.17092050187614333,5.1276150562842995,222
2012-01-30,1,A,87,65266.57,1.438670869,1.069624461,0.14424766563262706,4.3274299689788114,250
2012-01-30,1,A,90,88941.55,1.070909879,1.125134994,0.082841576026071978,2.4852472807821595,317
2012-01-30,1,A,42,8813.08,1.272738826,1.078828564,0.081887216780844388,2.4566165034253316,319
2012-01-30,1,A,8,40069.47,1.177340292,1.150319163,0.061501398503511252,1.8450419551053376,345
2012-01-30,1,A,97,35049.26,0.937273799,1.12419849,0.060589621475776484,1.8176886442732945,347
2012-01-30,1,A,95,115507.25,0.987821144,1.03625201,0.056743488417341184,1.7023046525202354,352
2012-08-13,1,A,56,1005.12,0.551914999,0.503322534,1.0400182405086316,30.0,2
2012-08-13,1,A,5,15440.65,0.634445401,0.680633915,0.73875375713048941,22.162612713914683,33
2012-08-13,1,A,33,10682.47,1.270674313,2.521746212,0.49972522649204476,14.991756794761343,77
2012-08-13,1,A,6,2725.3,0.779429892,0.863986964,0.48216950297575,14.4650850892725,79
2012-08-13,1,A,30,3300.68,1.115471443,1.046984038,0.12597890849837806,3.779367254951342,259
