week_start_date,store_id,store_type,store_size,dept_id,weekly_sales,is_holiday
2011-06-27,16,B,57197,45,11.47,false
2011-06-27,16,B,57197,51,59.92,false
2011-06-27,16,B,57197,23,12188.08,false
2011-06-27,16,B,57197,55,4344.72,false
2011-06-27,16,B,57197,19,423.62,false
2011-06-27,16,B,57197,14,9321.19,false
2011-06-27,17,B,93188,80,819.04,false
2011-06-27,17,B,93188,95,59435.11,false
2011-06-27,17,B,93188,11,18527.45,false
2011-06-27,17,B,93188,81,15626.86,false
2011-06-27,17,B,93188,5,20679.2,false
2011-06-27,17,B,93188,20,5559.93,false
2011-06-27,17,B,93188,27,946.05,false
2011-06-27,17,B,93188,54,49.24,false
2011-06-27,17,B,93188,55,6432.95,false
2011-06-27,18,B,120653,46,28913.51,false
2011-06-27,18,B,120653,87,20627.34,false
2011-06-27,18,B,120653,74,22947.89,false
2011-06-27,18,B,120653,38,69348.23,false
2011-06-27,18,B,120653,36,4787.5,false
2011-06-27,18,B,120653,71,7118.43,false
2011-06-27,18,B,120653,55,7437.5,false
2011-06-27,18,B,120653,21,5639.03,false
2011-06-27,18,B,120653,90,13455.45,false
2011-06-27,19,A,203819,32,6784.1,false
2011-06-27,19,A,203819,40,53388.12,false
2011-06-27,19,A,203819,7,38730.71,false
2011-06-27,19,A,203819,42,6870.08,false
2011-06-27,19,A,203819,17,13415.12,false
2011-06-27,19,A,203819,59,366.78,false
2011-06-27,19,A,203819,91,51670.07,false
2011-06-27,19,A,203819,87,16923.4,false
2011-06-27,19,A,203819,1,15275.69,false
2011-06-27,19,A,203819,11,19575.5,false
2011-06-27,19,A,203819,24,4985.24,false
2011-06-27,20,A,203742,83,4260.7,false
2011-06-27,20,A,203742,32,11992.19,false
2011-06-27,20,A,203742,92,150608.02,false
2011-06-27,20,A,203742,55,12752.92,false
2011-06-27,20,A,203742,94,69904.99,false
2011-06-27,20,A,203742,19,40,false
2011-06-27,20,A,203742,3,9855.11,false
2011-06-27,21,B,140167,13,28566.56,false
2011-06-27,21,B,140167,5,13902.96,false
2011-06-27,21,B,140167,72,36088.1,false
2011-06-27,21,B,140167,10,19654.79,false
2011-06-27,21,B,140167,74,12229.76,false
2011-06-27,21,B,140167,38,48143.09,false
2011-06-27,22,B,119557,74,18202.51,false
2011-06-27,22,B,119557,45,10.47,false
2011-06-27,22,B,119557,59,306.43,false
2011-06-27,22,B,119557,14,15687.57,false
2011-06-27,22,B,119557,22,10243.8,false
2011-06-27,22,B,119557,98,481.63,false
2011-06-27,23,B,114533,71,10864.35,false
2011-06-27,23,B,114533,7,49775.92,false
2011-06-27,23,B,114533,16,53968.38,false
2011-06-27,24,A,203819,90,74992.91,false
2011-06-27,24,A,203819,82,20485.99,false
2011-06-27,24,A,203819,19,102.49,false
2011-06-27,24,A,203819,95,108751.09,false
2011-06-27,24,A,203819,10,26179.96,false
2011-06-27,24,A,203819,22,13014.73,false
2011-06-27,24,A,203819,6,5269.68,false
2011-06-27,24,A,203819,16,41800.26,false
2011-06-27,24,A,203819,40,48093.95,false
2011-06-27,24,A,203819,97,22516.94,false
2011-06-27,24,A,203819,18,5.2,false
2011-06-27,25,B,128107,71,3631.88,false
2011-06-27,25,B,128107,7,19642.13,false
2011-06-27,25,B,128107,5,7980.77,false
2011-06-27,25,B,128107,60,61.6,false
2011-06-27,25,B,128107,6,4247.23,false
2011-06-27,25,B,128107,59,257.64,false
2011-06-27,25,B,128107,91,7321.49,false
2011-06-27,25,B,128107,25,7346.2,false
2011-06-27,25,B,128107,21,4766.38,false
2011-06-27,25,B,128107,24,3180.86,false
2011-06-27,25,B,128107,82,11242.49,false
2011-06-27,25,B,128107,20,5566.53,false
2011-06-27,26,A,152513,32,3695.16,false
2011-06-27,26,A,152513,9,29167.86,false
2011-06-27,26,A,152513,4,27278.51,false
2011-06-27,26,A,152513,38,115645.1,false
2011-06-27,26,A,152513,36,2647,false
2011-06-27,26,A,152513,24,2541.32,false
2011-06-27,26,A,152513,21,5975.73,false
2011-06-27,26,A,152513,16,24586.98,false
2011-06-27,26,A,152513,33,3495.6,false
2011-06-27,26,A,152513,96,30438.27,false
2011-06-27,27,A,204184,54,25.38,false
2011-06-27,27,A,204184,60,140.8,false
2011-06-27,27,A,204184,16,62937.32,false
2011-06-27,27,A,204184,28,525.47,false
2011-06-27,27,A,204184,13,57853.42,false
2011-06-27,27,A,204184,44,5138.8,false
2011-06-27,27,A,204184,67,13290.05,false
2011-06-27,28,A,206302,3,6738.72,false
2011-06-27,28,A,206302,2,56784.32,false
2011-06-27,28,A,206302,49,13217.93,false
2011-06-27,28,A,206302,42,6951.89,false
2011-06-27,28,A,206302,83,6456.56,false
2011-06-27,28,A,206302,21,4908.74,false
2011-06-27,28,A,206302,92,98547.77,false
2011-06-27,28,A,206302,37,2587.04,false
2011-06-27,28,A,206302,9,26633.15,false
2011-06-27,28,A,206302,55,9499.12,false
2011-06-27,28,A,206302,22,9316.77,false
2011-06-27,29,B,93638,79,8189.39,false
2011-06-27,29,B,93638,23,21595.96,false
2011-06-27,29,B,93638,2,27180.33,false
2011-06-27,29,B,93638,67,4780.47,false
2011-06-27,29,B,93638,27,1162.04,false
2011-06-27,29,B,93638,22,6802.3,false
2011-06-27,30,C,42988,21,2107.65,false
2011-06-27,30,C,42988,87,459.76,false
2011-06-27,30,C,42988,11,864.72,false
2011-06-27,30,C,42988,17,97.21,false
2011-06-27,30,C,42988,9,324.08,false
2011-06-27,31,A,203750,23,22929.75,false
2011-06-27,31,A,203750,27,677.75,false
2011-06-27,31,A,203750,26,5979.71,false
2011-06-27,31,A,203750,59,243.73,false
2011-06-27,31,A,203750,12,3888.44,false
2011-06-27,31,A,203750,32,5593.42,false
2011-06-27,31,A,203750,33,4085.44,false
2011-06-27,32,A,203007,72,29193.48,false
2011-06-27,32,A,203007,6,2611.87,false
2011-06-27,32,A,203007,91,46856.97,false
2011-06-27,32,A,203007,85,1646.35,false
2011-06-27,32,A,203007,56,6223.26,false
2011-06-27,32,A,203007,13,28937.19,false
2011-06-27,32,A,203007,29,3028.64,false
2011-06-27,32,A,203007,34,17578.39,false
2011-06-27,32,A,203007,74,13496.31,false
2011-06-27,32,A,203007,92,93145.6,false
2011-06-27,32,A,203007,82,19805.44,false
2011-06-27,32,A,203007,95,98704.9,false
2011-06-27,33,A,39690,60,114.4,false
2011-06-27,33,A,39690,16,248.99,false
2011-06-27,33,A,39690,17,215.71,false
2011-06-27,33,A,39690,41,14,false
2011-06-27,33,A,39690,40,5616.62,false
2011-06-27,33,A,39690,22,37.5,false
2011-06-27,34,A,158114,20,3313.16,false
2011-06-27,34,A,158114,98,7152.91,false
2011-06-27,34,A,158114,51,1.75,false
2011-06-27,34,A,158114,46,16973.72,false
2011-06-27,34,A,158114,9,16267.04,false
2011-06-27,34,A,158114,26,2664.01,false
2011-06-27,34,A,158114,65,37027.16,false
2011-06-27,34,A,158114,2,34713.91,false
2011-06-27,34,A,158114,35,2021,false
2011-06-27,35,B,103681,83,708.24,false
2011-06-27,35,B,103681,32,6701.44,false
2011-06-27,35,B,103681,90,11058.38,false
2011-06-27,35,B,103681,8,16624.31,false
2011-06-27,35,B,103681,67,3580.53,false
2011-06-27,35,B,103681,22,19070.73,false
2011-06-27,35,B,103681,17,13164.34,false
2011-06-27,35,B,103681,26,10533.9,false
2011-06-27,35,B,103681,30,6299.64,false
2011-06-27,36,A,39910,12,38.23,false
2011-06-27,36,A,39910,94,44044.49,false
2011-06-27,37,C,39910,4,17450.67,false
2011-06-27,37,C,39910,80,10995.48,false
2011-06-27,37,C,39910,85,86.86,false
2011-06-27,37,C,39910,14,1092.37,false
2011-06-27,37,C,39910,90,43345.74,false
2011-06-27,37,C,39910,23,44.04,false
2011-06-27,38,C,39690,42,107.06,false
2011-06-27,38,C,39690,74,436.95,false
2011-06-27,38,C,39690,81,10693.28,false
2011-06-27,38,C,39690,46,4850.82,false
2011-06-27,38,C,39690,60,299.2,false
2011-06-27,38,C,39690,24,2.37,false
2011-06-27,39,A,184109,80,11939.79,false
2011-06-27,39,A,184109,34,17551.74,false
2011-06-27,39,A,184109,40,56114.69,false
2011-06-27,39,A,184109,33,6252.05,false
2011-06-27,39,A,184109,29,5612.61,false
2011-06-27,39,A,184109,22,14485.39,false
2011-06-27,39,A,184109,10,15457.57,false
2011-06-27,39,A,184109,90,79773.97,false
2011-06-27,39,A,184109,92,102401.88,false
2011-06-27,39,A,184109,94,63707.84,false
2011-06-27,39,A,184109,87,8207.49,false
2011-06-27,39,A,184109,36,4393,false
2011-06-27,40,A,155083,72,31874.52,false
2011-06-27,40,A,155083,28,173.97,false
2011-06-27,40,A,155083,96,24505.56,false
2011-06-27,40,A,155083,1,16574.82,false
2011-06-27,40,A,155083,33,2546.78,false
2011-06-27,41,A,196321,27,890.21,false
2011-06-27,41,A,196321,91,50852.62,false
2011-06-27,41,A,196321,11,16804.77,false
2011-06-27,41,A,196321,87,9132.84,false
2011-06-27,41,A,196321,74,16856.79,false
2011-06-27,42,C,39690,2,16069.63,false
2011-06-27,42,C,39690,38,32484.51,false
2011-06-27,42,C,39690,82,7791.74,false
2011-06-27,42,C,39690,71,-133.56,false
2011-06-27,43,C,41062,46,7612.1,false
2011-06-27,43,C,41062,90,62140.55,false
2011-06-27,43,C,41062,56,65,false
2011-06-27,43,C,41062,9,222.36,false
2011-06-27,43,C,41062,27,9.94,false
2011-06-27,44,C,39910,74,322.97,false
2011-06-27,44,C,39910,8,4726.1,false
2011-06-27,44,C,39910,28,30.92,false
2011-06-27,44,C,39910,20,100.58,false
2011-06-27,44,C,39910,94,26498.2,false
2011-06-27,44,C,39910,97,7413.34,false
2011-06-27,45,B,118221,55,3899.42,false
2011-06-27,45,B,118221,23,24883.7,false
2011-06-27,45,B,118221,60,123.2,false
2011-06-27,45,B,118221,16,38222.09,false
2011-06-27,45,B,118221,67,5684.95,false
2011-06-27,45,B,118221,19,1165.38,false
2011-06-27,45,B,118221,7,32466.76,false
2011-06-27,45,B,118221,71,2609.32,false
2011-06-27,45,B,118221,28,331.74,false
2011-06-27,45,B,118221,33,4177.26,false
2011-06-27,45,B,118221,72,23094.92,false
2011-06-27,45,B,118221,92,44946.12,false
2011-06-27,45,B,118221,2,34759.35,false
2010-04-05,1,A,151315,79,37815.5,false
2010-04-05,1,A,151315,83,6861.06,false
2010-04-05,1,A,151315,60,1029.6,false
2010-04-05,1,A,151315,38,98689.46,false
2010-04-05,1,A,151315,94,69441.1,false
2010-04-05,1,A,151315,4,36174.43,false
2010-04-05,1,A,151315,55,11185.09,false
2010-04-05,2,A,202307,25,21236.25,false
2010-04-05,2,A,202307,49,8478.3,false
2010-04-05,2,A,202307,4,45280.89,false
2010-04-05,2,A,202307,36,2135.5,false
2010-04-05,2,A,202307,55,14031.92,false
2010-04-05,2,A,202307,26,11576.46,false
2010-04-05,2,A,202307,28,1435.13,false
2010-04-05,2,A,202307,95,137720.83,false
2010-04-05,2,A,202307,16,58887.31,false
2010-04-05,2,A,202307,56,20929.26,false
2010-04-05,3,B,37392,72,11840.67,false
2010-04-05,3,B,37392,27,335,false
2010-04-05,3,B,37392,5,7638.83,false
2010-04-05,3,B,37392,10,9213.85,false
2010-04-05,3,B,37392,22,1904.19,false
2010-04-05,4,A,205863,29,5916,false
2010-04-05,4,A,205863,35,5327,false
2010-04-05,4,A,205863,14,21059.47,false
2010-04-05,4,A,205863,90,75038.68,false
2010-04-05,4,A,205863,83,7861.52,false
2010-04-05,4,A,205863,13,58473.43,false
2010-04-05,4,A,205863,59,1246.48,false
2010-04-05,4,A,205863,37,2907.91,false
2010-04-05,5,B,34875,96,5310.97,false
2010-04-05,5,B,34875,4,9767.68,false
2010-04-05,5,B,34875,12,2057.45,false
2010-04-05,5,B,34875,35,1638,false
2010-04-05,5,B,34875,40,20274.18,false
2010-04-05,5,B,34875,82,3655.62,false
2010-04-05,6,A,202505,91,45784.52,false
2010-04-05,6,A,202505,94,48786.42,false
2010-04-05,6,A,202505,31,2463.42,false
2010-04-05,6,A,202505,46,30229.34,false
2010-04-05,6,A,202505,41,1767,false
2010-04-05,6,A,202505,32,8305.05,false
2010-04-05,6,A,202505,85,4220.16,false
2010-04-05,6,A,202505,58,1691,false
2010-04-05,6,A,202505,14,21850.61,false
2010-04-05,7,B,70713,40,31800.91,false
2010-04-05,7,B,70713,46,14582.75,false
2010-04-05,7,B,70713,9,16744.19,false
2010-04-05,7,B,70713,11,12041.31,false
2010-04-05,7,B,70713,33,2703.51,false
2010-04-05,7,B,70713,25,6606.25,false
2010-04-05,7,B,70713,85,1496.28,false
2010-04-05,7,B,70713,3,6606.86,false
2010-04-05,8,A,155078,59,778.15,false
2010-04-05,8,A,155078,40,37894.33,false
2010-04-05,8,A,155078,81,13916.45,false
2010-04-05,8,A,155078,33,5519.46,false
2010-04-05,8,A,155078,29,2408.44,false
2010-04-05,9,B,125833,74,6648.17,false
2010-04-05,9,B,125833,85,777.47,false
2010-04-05,9,B,125833,8,19262,false
2010-04-05,9,B,125833,36,1441.5,false
2010-04-05,9,B,125833,27,610.5,false
2010-04-05,9,B,125833,90,2971.84,false
2010-04-05,9,B,125833,22,3422.82,false
2010-04-05,9,B,125833,81,2548.44,false
2010-04-05,10,B,126512,12,11279.66,false
2010-04-05,10,B,126512,55,25901.02,false
2010-04-05,10,B,126512,90,15493.41,false
2010-04-05,10,B,126512,23,65180.81,false
2010-04-05,10,B,126512,25,24245.45,false
2010-04-05,10,B,126512,45,61.76,false
2010-04-05,11,A,207499,29,10314.11,false
2010-04-05,11,A,207499,24,8494.08,false
2010-04-05,11,A,207499,83,5109.16,false
2010-04-05,11,A,207499,28,1109.21,false
2010-04-05,11,A,207499,10,20448.27,false
2010-04-05,11,A,207499,14,24669.56,false
2010-04-05,11,A,207499,32,11708.59,false
2010-04-05,11,A,207499,96,28271.48,false
2010-04-05,11,A,207499,72,57753,false
2010-04-05,12,B,112238,95,42312.68,false
2010-04-05,12,B,112238,49,1.97,false
2010-04-05,12,B,112238,22,10809.35,false
2010-04-05,12,B,112238,25,22252.54,false
2010-04-05,12,B,112238,27,1900.25,false
2010-04-05,12,B,112238,4,26391.1,false
2010-04-05,12,B,112238,54,322,false
2010-04-05,12,B,112238,29,5707,false
2010-04-05,13,A,219622,9,37398.38,false
2010-04-05,13,A,219622,50,2580,false
2010-04-05,13,A,219622,42,7385.73,false
2010-04-05,13,A,219622,19,3180.23,false
2010-04-05,13,A,219622,5,70136.47,false
2010-04-05,13,A,219622,98,16628.17,false
2010-04-05,13,A,219622,72,75757.03,false
2010-04-05,13,A,219622,46,37995.49,false
2010-04-05,13,A,219622,71,11413,false
2010-04-05,13,A,219622,37,4086.55,false
2010-04-05,13,A,219622,2,72228.5,false
2010-04-05,13,A,219622,7,62269.65,false
2010-04-05,14,A,200898,82,23663.42,false
2010-04-05,14,A,200898,67,14284.64,false
2010-04-05,14,A,200898,93,67143.95,false
2010-04-05,14,A,200898,38,106240.52,false
2010-04-05,14,A,200898,23,39362.52,false
2010-04-05,14,A,200898,52,3009.92,false
2010-04-05,14,A,200898,7,64065.23,false
2010-04-05,14,A,200898,50,3111,false
2010-04-05,15,B,123737,28,1201.29,false
2010-04-05,15,B,123737,97,1983.66,false
2010-04-05,15,B,123737,36,1555,false
2010-04-05,15,B,123737,4,11110.34,false
2010-04-05,15,B,123737,59,412.76,false
2010-04-05,15,B,123737,95,25043.01,false
2010-04-05,16,B,57197,90,4858.91,false
2010-04-05,16,B,57197,16,3550.86,false
2010-04-05,16,B,57197,79,5654.86,false
2010-04-05,16,B,57197,10,8652.73,false
2010-04-05,16,B,57197,45,12.94,false
2010-04-05,17,B,93188,74,17648.78,false
2010-04-05,17,B,93188,30,2107.44,false
2010-04-05,17,B,93188,95,36393.29,false
2010-04-05,17,B,93188,58,4544,false
2010-04-05,17,B,93188,7,17964.19,false
2010-04-05,17,B,93188,92,33895.56,false
2010-04-05,17,B,93188,35,1125,false
2010-04-05,18,B,120653,16,32939.6,false
2010-04-05,18,B,120653,10,18428.04,false
2010-04-05,18,B,120653,49,13609.49,false
2010-04-05,18,B,120653,46,25275.01,false
2010-04-05,18,B,120653,34,35575.22,false
2010-04-05,18,B,120653,7,39209.12,false
2010-04-05,18,B,120653,12,5185.22,false
2010-04-05,18,B,120653,45,10.47,false
2010-04-05,18,B,120653,91,8607.14,false
2010-04-05,19,A,203819,29,5838.5,false
2010-04-05,19,A,203819,40,51477.1,false
2010-04-05,19,A,203819,24,7491.21,false
2010-04-05,19,A,203819,92,107752.8,false
2010-04-05,19,A,203819,36,1724.5,false
2010-04-05,19,A,203819,20,6355.04,false
2010-04-05,20,A,203742,54,405,false
2010-04-05,20,A,203742,4,46937.17,false
2010-04-05,20,A,203742,74,22312.26,false
2010-04-05,20,A,203742,2,71437.38,false
2010-04-05,20,A,203742,14,21460.13,false
2010-04-05,20,A,203742,12,8963.46,false
2010-04-05,20,A,203742,34,28095.5,false
2010-04-05,20,A,203742,3,12074.82,false
2010-04-05,21,B,140167,29,4388.49,false
2010-04-05,21,B,140167,59,711.39,false
2010-04-05,21,B,140167,10,13796.44,false
2010-04-05,21,B,140167,13,28524.43,false
2010-04-05,21,B,140167,21,3217.4,false
2010-04-05,21,B,140167,5,13943.42,false
2010-04-05,21,B,140167,56,4705.8,false
2010-04-05,22,B,119557,72,55119.07,false
2010-04-05,22,B,119557,5,18849.23,false
2010-04-05,22,B,119557,2,49745.66,false
2010-04-05,22,B,119557,49,-2.83,false
2010-04-05,22,B,119557,94,118.06,false
2010-04-05,22,B,119557,41,3475.16,false
2010-04-05,23,B,114533,79,28568.81,false
2010-04-05,23,B,114533,19,3716.12,false
2010-04-05,23,B,114533,6,5902.07,false
2010-04-05,23,B,114533,54,571,false
2010-04-05,23,B,114533,8,33543.99,false
2010-04-05,23,B,114533,24,13450.81,false
2010-04-05,23,B,114533,55,18024.14,false
2010-04-05,23,B,114533,7,50551.59,false
2010-04-05,23,B,114533,58,285,false
2010-04-05,23,B,114533,82,17346.68,false
2010-04-05,24,A,203819,98,10843.8,false
2010-04-05,24,A,203819,35,3695,false
2010-04-05,24,A,203819,11,14879.19,false
2010-04-05,24,A,203819,25,17078.75,false
2010-04-05,24,A,203819,46,14611.6,false
2010-04-05,24,A,203819,1,42921.78,false
2010-04-05,24,A,203819,28,943.25,false
2010-04-05,24,A,203819,33,8825.64,false
2010-04-05,24,A,203819,56,11284.18,false
2010-04-05,24,A,203819,8,45284.71,false
2010-04-05,24,A,203819,3,8155.48,false
2010-04-05,24,A,203819,67,10177.38,false
2010-04-05,24,A,203819,80,27683.87,false
2010-04-05,24,A,203819,58,2313,false
2010-04-05,24,A,203819,38,51413.59,false
2010-04-05,24,A,203819,85,1408.27,false
2010-04-05,24,A,203819,23,28921.48,false
2010-04-05,24,A,203819,93,38317.12,false
2010-04-05,24,A,203819,16,38893.99,false
2010-04-05,25,B,128107,67,8274.84,false
2010-04-05,25,B,128107,95,39176.72,false
2010-04-05,25,B,128107,26,5054.63,false
2010-04-05,25,B,128107,6,3664.41,false
2010-04-05,25,B,128107,5,13478.29,false
2010-04-05,25,B,128107,14,11032.95,false
2010-04-05,25,B,128107,56,7912.74,false
2010-04-05,25,B,128107,17,9665.09,false
2010-04-05,25,B,128107,8,26405.25,false
2010-04-05,25,B,128107,37,2966.81,false
2010-04-05,25,B,128107,1,28852.78,false
2010-04-05,26,A,152513,27,1003.5,false
2010-04-05,26,A,152513,17,7782.86,false
2010-04-05,26,A,152513,10,11913.77,false
2010-04-05,26,A,152513,5,15245.43,false
2010-04-05,26,A,152513,3,5488.03,false
2010-04-05,26,A,152513,93,27861.37,false
2010-04-05,26,A,152513,29,2753.4,false
2010-04-05,26,A,152513,13,21382.23,false
2010-04-05,26,A,152513,16,22672.97,false
2010-04-05,26,A,152513,34,10808.94,false
2010-04-05,27,A,204184,90,99180.06,false
2010-04-05,27,A,204184,33,13529.52,false
2010-04-05,27,A,204184,6,7328.96,false
2010-04-05,27,A,204184,29,6750.05,false
2010-04-05,27,A,204184,31,2856.38,false
2010-04-05,28,A,206302,25,17667.28,false
2010-04-05,28,A,206302,5,32627.74,false
2010-04-05,28,A,206302,56,2032.47,false
2010-04-05,28,A,206302,34,19944.75,false
2010-04-05,28,A,206302,55,12331.32,false
2010-04-05,28,A,206302,19,3290.95,false
2010-04-05,28,A,206302,14,19470.49,false
2010-04-05,28,A,206302,37,1886.01,false
2010-04-05,28,A,206302,12,3882.54,false
2010-04-05,28,A,206302,9,21107.1,false
2010-04-05,28,A,206302,90,62449.4,false
2010-04-05,29,B,93638,26,6606.15,false
2010-04-05,29,B,93638,35,4044,false
2010-04-05,29,B,93638,40,28526.61,false
2010-04-05,29,B,93638,58,665,false
2010-04-05,29,B,93638,30,4634.26,false
2010-04-05,29,B,93638,87,8480.84,false
2010-04-05,29,B,93638,72,22878.2,false
2010-04-05,29,B,93638,10,10141.83,false
2010-04-05,30,C,42988,92,51424.78,false
2010-04-05,30,C,42988,6,86.7,false
2010-04-05,30,C,42988,25,56,false
2010-04-05,30,C,42988,94,27179.93,false
2010-04-05,30,C,42988,82,4210.13,false
2010-04-05,30,C,42988,72,176.13,false
2010-04-05,30,C,42988,3,965.95,false
2010-04-05,30,C,42988,2,14765.35,false
2010-04-05,31,A,203750,7,19814.58,false
2010-04-05,31,A,203750,42,4622.43,false
2010-04-05,31,A,203750,83,8559.14,false
2010-04-05,31,A,203750,81,23694.16,false
2010-04-05,31,A,203750,44,1949.71,false
2010-04-05,31,A,203750,40,56681.46,false
2010-04-05,31,A,203750,85,1260.13,false
2010-04-05,31,A,203750,11,11836.6,false
2010-04-05,31,A,203750,35,2764,false
2010-04-05,31,A,203750,31,1623,false
2010-04-05,31,A,203750,97,29042,false
2010-04-05,31,A,203750,33,6030.76,false
2010-04-05,31,A,203750,30,3948.5,false
2010-04-05,31,A,203750,59,656.53,false
2010-04-05,32,A,203007,35,1758,false
2010-04-05,32,A,203007,9,17110.52,false
2010-04-05,32,A,203007,37,2657.44,false
2010-04-05,32,A,203007,25,8078.5,false
2010-04-05,32,A,203007,46,23903.1,false
2010-04-05,33,A,39690,90,30293.31,false
