week_start_date,dept_id,dept_sales,total_sales,dept_share,prev_week_sales,prev_week_share,wow_sales_change,wow_sales_change_pct,wow_share_change
2010-05-31,58,20834,5287093.82,0.003940539,7723,0.001533539,13111,1.697656351,0.002407
2010-05-31,87,42296.44,5287093.82,0.007999941,48719.03,0.009674031,-6422.59,-0.131829185,-0.00167409
2010-05-31,6,30076.48,5287093.82,0.00568866,27623.74,0.005485186,2452.74,0.088791018,0.000203474
2010-05-31,1,54207.19,5287093.82,0.010252738,116115.74,0.023056848,-61908.55,-0.533162429,-0.01280411
2010-05-31,74,64442.03,5287093.82,0.012188554,105515.82,0.020952045,-41073.79,-0.389266652,-0.008763491
2010-05-31,32,31589.55,5287093.82,0.005974842,33590.79,0.00667005,-2001.24,-0.059577045,-0.000695208
2010-05-31,27,6526.5,5287093.82,0.001234421,7110.86,0.001411988,-584.36,-0.082178527,-0.000177567
2010-05-31,55,29237.86,5287093.82,0.005530044,45830.9,0.009100541,-16593.04,-0.362049185,-0.003570497
2010-09-27,31,10552.53,4786026.5,0.002204862,3593.98,0.000820868,6958.55,1.936168259,0.001383994
2010-09-27,79,118339.42,4786026.5,0.024726027,117156.53,0.026758654,1182.89,0.010096663,-0.002032627
2010-09-27,81,45837.27,4786026.5,0.009577312,46092.1,0.009203335,-254.83,-0.005528713,0.000373977
2010-09-27,96,25168.94,4786026.5,0.005258838,12911.37,0.002948968,12257.57,0.949362461,0.00230987
2010-09-27,8,264675.74,4786026.5,0.055301771,121963.39,0.027856545,142712.35,1.170124494,0.027445226
2010-09-27,36,3300,4786026.5,0.000689507,4351.5,0.000993886,-1051.5,-0.241640814,-0.000304379
2010-09-27,4,173429.98,4786026.5,0.036236736,97558.62,0.022282475,75871.36,0.777700218,0.013954261
2010-09-27,97,49424.86,4786026.5,0.010326909,35310.81,0.00806502,14114.05,0.399709041,0.002261889
2010-09-27,3,10681.35,4786026.5,0.002231778,23448.38,0.005355631,-12767.03,-0.544473861,-0.003123853
2010-09-27,29,23135.19,4786026.5,0.004833903,10846.9,0.002477441,12288.29,1.132884972,0.002356462
2010-09-27,38,200329.08,4786026.5,0.041857077,400003.09,0.091361057,-199674.01,-0.499181169,-0.04950398
2010-09-27,82,97442.74,4786026.5,0.020359841,100637.12,0.022985607,-3194.38,-0.031741568,-0.002625766
2010-09-27,37,2763.17,4786026.5,0.000577341,2828.76,0.000646091,-65.59,-0.023186838,-0.00006875
2010-09-27,52,8764.14,4786026.5,0.001831193,9667.71,0.002208113,-903.57,-0.093462671,-0.00037692
2010-09-27,9,30094.97,4786026.5,0.006288091,148261.17,0.033862981,-118166.2,-0.79701381,-0.02757489
2010-09-27,59,672.41,4786026.5,0.000140494,2260.96,0.000516405,-1588.55,-0.702599781,-0.000375911
2010-09-27,17,14195.68,4786026.5,0.002966068,29723.47,0.006788867,-15527.79,-0.522408386,-0.003822799
2010-09-27,26,41764.27,4786026.5,0.008726293,45570.59,0.010408363,-3806.32,-0.0835258,-0.00168207
2010-09-27,67,26827.4,4786026.5,0.00560536,16630.04,0.003798316,10197.36,0.613189144,0.001807044
2010-09-27,83,25803.42,4786026.5,0.005391408,15811.77,0.003611422,9991.65,0.631912177,0.001779986
2010-09-27,98,45166.58,4786026.5,0.009437177,8599.64,0.001964165,36566.94,4.252147764,0.007473012
2010-09-27,25,21243.3,4786026.5,0.004438609,54579.18,0.012465933,-33335.88,-0.610780155,-0.008027324
2010-09-27,22,49377.6,4786026.5,0.010317034,39612.03,0.009047422,9765.57,0.24653041,0.001269612
2010-09-27,49,52978.39,4786026.5,0.011069389,21481.62,0.004906421,31496.77,1.466219494,0.006162968
2010-09-27,90,323846.53,4786026.5,0.06766501,104428.16,0.023851483,219418.37,2.10114178,0.043813527
2010-09-27,24,16735.21,4786026.5,0.003496681,19328.26,0.004414592,-2593.05,-0.134158481,-0.000917911
2010-09-27,34,56592.4,4786026.5,0.011824506,83609.88,0.01909657,-27017.48,-0.323137409,-0.007272064
2010-09-27,18,36110.54,4786026.5,0.007544994,20352.16,0.004648451,15758.38,0.774285383,0.002896543
2010-09-27,50,5302,4786026.5,0.001107808,2119,0.000423107,3183,1.502123643,0.000684701
2010-09-27,94,109561.03,4786026.5,0.022891856,206060.73,0.047064452,-96499.7,-0.468307086,-0.024172596
2010-09-27,11,51533.58,4786026.5,0.010767508,58979.01,0.013470858,-7445.43,-0.12623864,-0.00270335
2010-09-27,16,68974.59,4786026.5,0.014411661,29490.24,0.006735597,39484.35,1.338895513,0.007676064
2010-09-27,54,1029.5,4786026.5,0.000215105,334.5,0.0000764,695,2.077727952,0.000138705
2010-09-27,10,129578.47,4786026.5,0.027074332,63202.5,0.014435507,66375.97,1.050211147,0.012638825
2010-09-27,14,50515.72,4786026.5,0.010554835,26290.41,0.006004753,24225.31,0.921450445,0.004550082
2010-09-27,28,4432.76,4786026.5,0.000926188,4341.07,0.000991504,91.69,0.021121521,-0.000065316
2010-09-27,5,76791.51,4786026.5,0.01604494,108050.09,0.024678735,-31258.58,-0.289297121,-0.008633795
2010-09-27,41,12953.72,4786026.5,0.002706571,6246.82,0.001426779,6706.9,1.073650273,0.001279792
2010-09-27,42,22983.55,4786026.5,0.00480222,3858.87,0.000881369,19124.68,4.95603117,0.003920851
2010-09-27,45,20.8,4786026.5,0.000004346,80.23,0.000018325,-59.43,-0.740745357,-0.000013979
2010-09-27,44,12972.86,4786026.5,0.00271057,19662.34,0.004490896,-6689.48,-0.340217899,-0.001780326
2010-09-27,85,9733.01,4786026.5,0.002033631,2021.56,0.000461726,7711.45,3.814603573,0.001571905
2010-09-27,51,7.56,4786026.5,0.00000158,53.74,0.00001073,-46.18,-0.859322665,-0.00000915
2010-09-27,56,9717.91,4786026.5,0.002030476,17795.76,0.004064567,-8077.85,-0.453919922,-0.002034091
2010-09-27,46,111961.4,4786026.5,0.023393393,123512.35,0.028210329,-11550.95,-0.093520607,-0.004816936
2010-09-27,60,1856.8,4786026.5,0.000387963,3053.6,0.000697445,-1196.8,-0.391930836,-0.000309482
2010-09-27,80,105575.36,4786026.5,0.022059084,25270.74,0.005771859,80304.62,3.177770813,0.016287225
2010-09-27,95,545246.68,4786026.5,0.11392471,141185.27,0.03224684,404061.41,2.861923273,0.08167787
2010-09-27,93,167986.84,4786026.5,0.035099438,168336.32,0.038448163,-349.48,-0.002076082,-0.003348725
2010-09-27,33,16347.27,4786026.5,0.003415625,16442.02,0.003755372,-94.75,-0.005762674,-0.000339747
2010-09-27,19,11487.18,4786026.5,0.00240015,9170.42,0.002094532,2316.76,0.252634012,0.000305618
2010-09-27,72,233009.84,4786026.5,0.048685447,58975.23,0.013469994,174034.61,2.950978063,0.035215453
2010-09-27,91,34988.47,4786026.5,0.007310547,190026.45,0.043402208,-155037.98,-0.81587579,-0.036091661
2010-09-27,20,24377.45,4786026.5,0.005093463,10262,0.00234385,14115.45,1.375506724,0.002749613
2010-09-27,71,3937.94,4786026.5,0.000822799,31017.14,0.007084342,-27079.2,-0.873039874,-0.006261543
2010-09-27,21,47518.42,4786026.5,0.009928574,37824.11,0.00863906,9694.31,0.256299752,0.001289514
2010-09-27,23,79710.87,4786026.5,0.016654916,81037.67,0.018509075,-1326.8,-0.016372633,-0.001854159
2010-09-27,40,197662.08,4786026.5,0.04129983,367420.37,0.083919135,-169758.29,-0.462027432,-0.042619305
2010-09-27,35,5177.57,4786026.5,0.00108181,6374,0.001455827,-1196.43,-0.187704738,-0.000374017
2010-09-27,92,327381.46,4786026.5,0.068403604,165386.62,0.037774449,161994.84,0.979491811,0.030629155
2010-09-27,12,9316.11,4786026.5,0.001946523,24853.98,0.005676671,-15537.87,-0.625166271,-0.003730148
2010-09-27,30,13837.42,4786026.5,0.002891213,21700.9,0.004956505,-7863.48,-0.362357322,-0.002065292
2010-09-27,2,235972.7,4786026.5,0.049304512,211717.84,0.048356541,24254.86,0.114562193,0.000947971
2010-09-27,7,48566.06,4786026.5,0.01014747,59629.11,0.013619341,-11063.05,-0.185531027,-0.003471871
2010-09-27,58,9622.88,4786026.5,0.00201062,13985.94,0.003194401,-4363.06,-0.31196044,-0.001183781
2010-09-27,87,41235.9,4786026.5,0.008615895,82763.9,0.018903347,-41528,-0.501764658,-0.010287452
2010-09-27,6,19829.24,4786026.5,0.004143153,12638.63,0.002886674,7190.61,0.568939038,0.001256479
2010-09-27,1,23651.99,4786026.5,0.004941884,89254.37,0.020385777,-65602.38,-0.735004684,-0.015443893
2010-09-27,74,79507.67,4786026.5,0.016612459,47807.58,0.010919293,31700.09,0.66307665,0.005693166
2010-09-27,32,17137.67,4786026.5,0.003580772,9081.98,0.002074332,8055.69,0.886997109,0.00150644
2010-09-27,27,957.44,4786026.5,0.000200049,7653.46,0.001748057,-6696.02,-0.874901025,-0.001548008
2010-09-27,55,30804.11,4786026.5,0.00643626,31106.67,0.007104791,-302.56,-0.009726531,-0.000668531
2012-02-27,31,3269.95,4900876.52,0.000667217,8130.73,0.001544479,-4860.78,-0.597828239,-0.000877262
2012-02-27,79,106670.57,4900876.52,0.021765611,161648.93,0.030706151,-54978.36,-0.340109644,-0.00894054
2012-02-27,81,53363.16,4900876.52,0.010888493,67930.95,0.012903877,-14567.79,-0.214449967,-0.002015384
2012-02-27,96,2087.8,4900876.52,0.000426005,27479.59,0.005219907,-25391.79,-0.924023612,-0.004793902
2012-02-27,8,188710.48,4900876.52,0.038505455,177769.81,0.033768405,10940.67,0.061544027,0.00473705
2012-02-27,36,13069.18,4900876.52,0.002666703,2706.52,0.000514119,10362.66,3.828776436,0.002152584
2012-02-27,4,192321.12,4900876.52,0.039242188,159814.76,0.030357739,32506.36,0.203400237,0.008884449
2012-02-27,97,37701.02,4900876.52,0.00769271,63610.36,0.012083156,-25909.34,-0.407313211,-0.004390446
2012-02-27,3,51469.93,4900876.52,0.010502189,63172.38,0.01199996,-11702.45,-0.185246305,-0.001497771
2012-02-27,29,25685.76,4900876.52,0.005241054,53349.86,0.010134115,-27664.1,-0.518541192,-0.004893061
2012-02-27,38,206234.02,4900876.52,0.042081048,269131.9,0.051123163,-62897.88,-0.233706521,-0.009042115
2012-02-27,82,89894.11,4900876.52,0.018342456,126085.5,0.023950671,-36191.39,-0.287038478,-0.005608215
2012-02-27,37,2583.13,4900876.52,0.000527075,5803.97,0.001102498,-3220.84,-0.554937396,-0.000575423
2012-02-27,52,6974.61,4900876.52,0.001423135,11350.09,0.002156015,-4375.48,-0.385501789,-0.00073288
2012-02-27,9,31314.63,4900876.52,0.006389598,112944.38,0.021454439,-81629.75,-0.722742911,-0.015064841
2012-02-27,59,470.55,4900876.52,0.000096013,1740.63,0.000330643,-1270.08,-0.729666845,-0.00023463
2012-02-27,99,40,4900876.52,0.000008162,1500.01,0.000229379,-1460.01,-0.973333511,-0.000221217
2012-02-27,17,149202.07,4900876.52,0.030443956,24612.18,0.004675226,124589.89,5.062123306,0.02576873
2012-02-27,26,51540.8,4900876.52,0.010516649,24925.93,0.004734825,26614.87,1.067758354,0.005781824
2012-02-27,67,79806.54,4900876.52,0.016284136,36773.85,0.006985406,43032.69,1.170198116,0.00929873
2012-02-27,83,14772.89,4900876.52,0.003014336,32591.12,0.006190872,-17818.23,-0.546720395,-0.003176536
2012-02-27,98,47213.79,4900876.52,0.009633744,31791.41,0.006038962,15422.38,0.485111544,0.003594782
2012-02-27,25,65985.25,4900876.52,0.013463969,35446.25,0.006733221,30539,0.861557993,0.006730748
2012-02-27,22,64916.58,4900876.52,0.013245912,76610.51,0.01455261,-11693.93,-0.152641328,-0.001306698
2012-02-27,49,79614.04,4900876.52,0.016244857,13293.58,0.002525193,66320.46,4.988908932,0.013719664
2012-02-27,90,172878,4900876.52,0.035274914,122562.69,0.023281493,50315.31,0.410527135,0.011993421
2012-02-27,24,27507.35,4900876.52,0.005612741,34074.96,0.006472736,-6567.61,-0.192740065,-0.000859995
2012-02-27,34,70983.71,4900876.52,0.014483881,68977.8,0.013102733,2005.91,0.029080516,0.001381148
2012-02-27,18,5378.69,4900876.52,0.001097496,13970.41,0.00265376,-8591.72,-0.61499412,-0.001556264
2012-02-27,50,415,4900876.52,0.000084679,5240,0.000995368,-4825,-0.920801527,-0.000910689
2012-02-27,94,27942.48,4900876.52,0.005701527,152414.37,0.028951992,-124471.89,-0.81666768,-0.023250465
2012-02-27,16,63545.82,4900876.52,0.012966215,33932.21,0.00644562,29613.61,0.872728596,0.006520595
2012-02-27,54,30.76,4900876.52,0.000006276,169.52,0.000032201,-138.76,-0.818546484,-0.000025925
2012-02-27,10,54817.2,4900876.52,0.011185183,91564.18,0.017393146,-36746.98,-0.401324841,-0.006207963
2012-02-27,14,51189.92,4900876.52,0.010445054,4051.17,0.000769543,47138.75,11.635836067,0.009675511
2012-02-27,28,3230.26,4900876.52,0.000659119,4095.32,0.00077793,-865.06,-0.211231357,-0.000118811
2012-02-27,5,197485.34,4900876.52,0.040295922,190508.98,0.036188284,6976.36,0.036619586,0.004107638
2012-02-27,41,3140.85,4900876.52,0.000640875,13709.86,0.002604267,-10569.01,-0.770905757,-0.001963392
2012-02-27,42,17745.28,4900876.52,0.003620838,8281.15,0.001573052,9464.13,1.14285214,0.002047786
2012-02-27,45,17.94,4900876.52,0.000003661,41.79,0.000007938,-23.85,-0.570710696,-0.000004277
2012-02-27,44,29863.83,4900876.52,0.006093569,32768.36,0.00622454,-2904.53,-0.088638247,-0.000130971
2012-02-27,85,15014.68,4900876.52,0.003063672,8434.97,0.001602271,6579.71,0.780051381,0.001461401
2012-02-27,56,16280.5,4900876.52,0.003321957,5660.86,0.001075313,10619.64,1.875976442,0.002246644
2012-02-27,13,110759.23,4900876.52,0.022599882,90016.53,0.017099161,20742.7,0.230432122,0.005500721
2012-02-27,60,2682,4900876.52,0.000547249,360,0.000068384,2322,6.45,0.000478865
2012-02-27,80,64956.82,4900876.52,0.013254123,56063.26,0.010649541,8893.56,0.158634371,0.002604582
2012-02-27,95,146436.22,4900876.52,0.029879598,333357.78,0.063323241,-186921.56,-0.560723557,-0.033443643
2012-02-27,93,247384.82,4900876.52,0.050477668,178048.46,0.033821336,69336.36,0.389424093,0.016656332
2012-02-27,33,21718.3,4900876.52,0.004431513,29091.42,0.005526084,-7373.12,-0.253446549,-0.001094571
2012-02-27,19,10615.66,4900876.52,0.002166074,2325.66,0.000441773,8290,3.564579517,0.001724301
2012-02-27,72,457418.63,4900876.52,0.093334045,308450.99,0.058592052,148967.64,0.482954002,0.034741993
2012-02-27,91,95572.2,4900876.52,0.019501042,145628.05,0.027662892,-50055.85,-0.34372396,-0.00816185
2012-02-27,20,19467.24,4900876.52,0.003972196,30498.79,0.005793422,-11031.55,-0.361704514,-0.001821226
2012-02-27,71,3427.19,4900876.52,0.000699301,42192.94,0.008014793,-38765.75,-0.918773378,-0.007315492
2012-02-27,21,19713.05,4900876.52,0.004022352,49438.05,0.009391044,-29725,-0.601257533,-0.005368692
2012-02-27,23,123875.63,4900876.52,0.025276219,77808.18,0.014780115,46067.45,0.592064356,0.010496104
2012-02-27,40,232821.44,4900876.52,0.047506082,176045.86,0.033440931,56775.58,0.322504488,0.014065151
2012-02-27,35,2536.73,4900876.52,0.000517607,14616.49,0.002776487,-12079.76,-0.826447389,-0.00225888
2012-02-27,92,260764.2,4900876.52,0.053207666,508592.09,0.096610014,-247827.89,-0.487282234,-0.043402348
2012-02-27,12,18801.8,4900876.52,0.003836416,15771.27,0.002995844,3030.53,0.192155102,0.000840572
2012-02-27,30,10767.19,4900876.52,0.002196993,15110.72,0.002870369,-4343.53,-0.287446925,-0.000673376
2012-02-27,2,130647.63,4900876.52,0.026658013,134063.24,0.025466089,-3415.61,-0.025477603,0.001191924
2012-02-27,7,157791.27,4900876.52,0.032196541,96898.62,0.018406454,60892.65,0.62841607,0.013790087
2012-02-27,58,7785,4900876.52,0.001588491,3355,0.000637302,4430,1.320417288,0.000951189
2012-02-27,87,48708.27,4900876.52,0.009938685,81040.52,0.015394116,-32332.25,-0.398964,-0.005455431
2012-02-27,6,18454.16,4900876.52,0.003765482,33203.5,0.006307197,-14749.34,-0.4442104,-0.002541715
2012-02-27,1,179976.73,4900876.52,0.036723376,86263.06,0.016386168,93713.67,1.086370806,0.020337208
2012-02-27,74,82135.18,4900876.52,0.016759284,153169.22,0.029095381,-71034.04,-0.463761845,-0.012336097
2012-02-27,32,33448.42,4900876.52,0.006824987,24440.18,0.004642554,9008.24,0.36858321,0.002182433
2012-02-27,27,11037.48,4900876.52,0.002252144,9208.93,0.00174929,1828.55,0.198562699,0.000502854
2012-02-27,55,58794.44,4900876.52,0.011996719,66180.53,0.012571375,-7386.09,-0.111605181,-0.000574656
2012-10-22,31,8388.64,5867368.34,0.001429711,8757.96,0.001594472,-369.32,-0.042169638,-0.000164761
2012-10-22,79,82654.47,5867368.34,0.014087145,149365.33,0.027193417,-66710.86,-0.446628813,-0.013106272
2012-10-22,81,126513.16,5867368.34,0.021562164,110065.9,0.020038572,16447.26,0.149431023,0.001523592
2012-10-22,96,98221.74,5867368.34,0.01674034,110798.53,0.020171954,-12576.79,-0.113510441,-0.003431614
2012-10-22,8,195336.33,5867368.34,0.033291984,167149.38,0.030431177,28186.95,0.168633291,0.002860807
2012-10-22,36,5156.7,5867368.34,0.000878878,11627.71,0.002116938,-6471.01,-0.556516287,-0.00123806
2012-10-22,4,253455.91,5867368.34,0.043197545,58966.32,0.010735394,194489.59,3.298316564,0.032462151
2012-10-22,48,5344,5867368.34,0.0009108,928,0.000168951,4416,4.75862069,0.000741849
2012-10-22,97,98031.61,5867368.34,0.016707935,47062.81,0.008568244,50968.8,1.082995257,0.008139691
2012-10-22,3,44994.22,5867368.34,0.007668552,47004.58,0.008557643,-2010.36,-0.042769449,-0.000889091
2012-10-22,29,14464.77,5867368.34,0.002465291,23800.63,0.004333137,-9335.86,-0.392252642,-0.001867846
2012-10-22,38,117638.29,5867368.34,0.020049583,187424.08,0.034122384,-69785.79,-0.372341644,-0.014072801
2012-10-22,82,25884.17,5867368.34,0.004411547,32948.08,0.00599852,-7063.91,-0.214395194,-0.001586973
2012-10-22,37,20129.3,5867368.34,0.00343072,4747.44,0.000864318,15381.86,3.240032523,0.002566402
2012-10-22,52,21578.24,5867368.34,0.003677669,5366.6,0.000977042,16211.64,3.02084001,0.002700627
2012-10-22,9,90934.47,5867368.34,0.01549834,109322.6,0.019903247,-18388.13,-0.168200628,-0.004404907
2012-10-22,59,169.82,5867368.34,0.000028943,757.11,0.000137839,-587.29,-0.7756997,-0.000108896
2012-10-22,17,64795.53,5867368.34,0.011043372,57644.44,0.010494733,7151.09,0.124055156,0.000548639
2012-10-22,26,57589.8,5867368.34,0.009815269,35033.05,0.006378109,22556.75,0.643870574,0.00343716
2012-10-22,67,33485.29,5867368.34,0.005707037,70510.87,0.012837192,-37025.58,-0.525104569,-0.007130155
2012-10-22,83,17342.79,5867368.34,0.002955804,40673.25,0.007404962,-23330.46,-0.573606978,-0.004449158
2012-10-22,98,88512.96,5867368.34,0.015085632,49753.67,0.009058141,38759.29,0.779023738,0.006027491
2012-10-22,25,40757.22,5867368.34,0.006946423,49854.25,0.009076453,-9097.03,-0.182472507,-0.00213003
2012-10-22,22,82567.25,5867368.34,0.01407228,39446.81,0.007181677,43120.44,1.093128697,0.006890603
2012-10-22,49,35871.07,5867368.34,0.006113656,14818.21,0.0026978,21052.86,1.420742451,0.003415856
2012-10-22,90,169099.47,5867368.34,0.028820326,349521.43,0.063633789,-180421.96,-0.516197133,-0.034813463
2012-10-22,24,33140.57,5867368.34,0.005648285,20347.41,0.003704445,12793.16,0.628736532,0.00194384
2012-10-22,34,89358.79,5867368.34,0.01522979,92443.4,0.016830224,-3084.61,-0.033367552,-0.001600434
2012-10-22,18,81418.48,5867368.34,0.01387649,11696.61,0.002129482,69721.87,5.960861309,0.011747008
2012-10-22,50,10263.5,5867368.34,0.001749251,4501,0.000819451,5762.5,1.280271051,0.0009298
2012-10-22,94,140939.54,5867368.34,0.024020912,260398.8,0.047408144,-119459.26,-0.458755033,-0.023387232
2012-10-22,11,96005.64,5867368.34,0.016362641,77314.34,0.01407583,18691.3,0.241757221,0.002286811
2012-10-22,16,36105.85,5867368.34,0.00615367,16775.32,0.003054111,19330.53,1.152319598,0.003099559
2012-10-22,54,251,5867368.34,0.000042779,152.48,0.00002776,98.52,0.646117524,0.000015019
